Country, NY.GDP.MKTP.CD, NE.DAB.DEFL.ZS, TG.VAL.TOTL.GD.ZS, DT.ODA.ODAT.CD, MS.MIL.MPRT.KD, NE.CON.PETC.CN, AG.LND.AGRI.K2, EN.ATM.CO2E.GF.KT, DC.DAC.BELL.CD, NY.GNP.MKTP.KD, NE.RSB.GNFS.KN, NY.GDP.MKTP.KD.ZG, SP.DYN.LE00.FE.IN, EG.IMP.CONS.ZS, SP.POP.DPND, NE.CON.PETC.KD, EN.CO2.BLDG.ZS, NE.RSB.GNFS.ZS, AG.LND.CROP.ZS, NY.GDP.MKTP.CN, NE.EXP.GNFS.KD, SP.POP.TOTL.FE.ZS, NY.GDP.DISC.KN, TM.VAL.MRCH.WL.CD, SP.DYN.AMRT.FE, TM.VAL.FUEL.ZS.UN, DC.DAC.KORL.CD, NE.IMP.GNFS.CD, EN.ATM.CO2E.KT, TM.VAL.MRCH.R5.ZS, TM.VAL.AGRI.ZS.UN, DT.ODA.ALLD.CD, SP.URB.TOTL.IN.ZS, NY.GDP.PCAP.CN, EN.POP.DNST, NY.GDP.FCST.CN, TX.VAL.FUEL.ZS.UN, NV.IND.TOTL.KD.ZG, NY.GDP.FCST.CD, EG.USE.COMM.CL.ZS, FR.INR.LNDP, NE.IMP.GNFS.KD.ZG, AG.PRD.FOOD.XD, PA.NUS.FCRF, NE.GDI.FPRV.CN, AG.LND.ARBL.HA.PC, NE.CON.GOVT.KD, NY.GNS.ICTR.GN.ZS, TM.VAL.MRCH.RS.ZS, NE.DAB.TOTL.KD, NE.EXP.GNFS.KD.ZG, NY.GDS.TOTL.ZS, NE.GDI.STKB.KN, NY.GDS.TOTL.CD, AG.LND.TOTL.K2, NV.SRV.TETC.ZS, NY.TTF.GNFS.KN, NE.CON.GOVT.KN, ER.H2O.INTR.PC, DC.DAC.FRAL.CD, SP.URB.TOTL, IP.PAT.NRES, NY.GDP.PCAP.KN, SP.POP.DPND.YG, NY.GDY.TOTL.KD, NE.EXP.GNFS.CN, SH.DTH.MORT, TX.VAL.MRCH.R1.ZS, DC.DAC.DEUL.CD, EN.ATM.CO2E.KD.GD, NV.IND.MANF.KD.ZG, EN.ATM.CO2E.PC, NE.GDI.TOTL.KD, TM.VAL.MRCH.R3.ZS, SP.DYN.IMRT.IN, NV.SRV.TETC.CD, DC.DAC.NORL.CD, TX.VAL.MRCH.WR.ZS, EN.ATM.CO2E.GF.ZS, TX.VAL.MRCH.OR.ZS, DT.ODA.ODAT.KD, NY.GSR.NFCY.CN, SP.DYN.LE00.MA.IN, EN.ATM.CO2E.SF.ZS, NE.GDI.STKB.CD, NV.IND.MANF.CD, NY.TRF.NCTR.CN, NY.GNP.ATLS.CD, IP.TMK.RESD, NE.IMP.GNFS.CN, TM.VAL.MRCH.AL.ZS, NV.IND.TOTL.ZS, AG.LND.AGRI.ZS, ER.H2O.FWTL.K3, DC.DAC.TOTL.CD, TM.VAL.MRCH.WR.ZS, SP.DYN.LE00.IN, NY.GNP.MKTP.CD, NV.AGR.TOTL.ZS, DC.DAC.ITAL.CD, DC.DAC.CANL.CD, EG.ELC.NUCL.ZS, NY.GDP.PCAP.KD.ZG, TX.VAL.MRCH.R5.ZS, NV.IND.TOTL.CN, TX.VAL.FOOD.ZS.UN, NY.GNP.PCAP.KN, AG.LND.PRCP.MM, DT.ODA.ODAT.GN.ZS, NE.CON.TETC.CN, NY.GNS.ICTR.CN, NE.GDI.TOTL.ZS, NY.ADJ.ICTR.GN.ZS, EN.CO2.TRAN.ZS, NY.GDP.PCAP.KD, FR.INR.DPST, NV.SRV.TETC.KD, IP.PAT.RESD, NV.AGR.TOTL.CN, TX.VAL.MRCH.R3.ZS, NY.GDP.MKTP.KN, NE.GDI.STKB.CN, NE.CON.TETC.CD, EN.CO2.ETOT.ZS, TX.VAL.MRCH.HI.ZS, NV.SRV.TETC.KN, TM.VAL.MRCH.CD.WT, TX.VAL.MRCH.AL.ZS, NY.GDP.DEFL.KD.ZG, SP.POP.GROW, NY.GDS.TOTL.KN, NY.TRF.NCTR.CD, EG.ELC.FOSL.ZS, DC.DAC.NLDL.CD, NE.IMP.GNFS.ZS, NE.CON.TETC.KN, FI.RES.XGLD.CD, NE.EXP.GNFS.CD, NY.GDS.TOTL.CN, SP.DYN.TO65.MA.ZS, SH.DYN.MORT, EN.CO2.MANF.ZS, FR.INR.LEND, NE.CON.PETC.ZS, EN.URB.LCTY, NV.IND.TOTL.KD, NE.CON.TETC.KD, SP.DYN.CBRT.IN, TX.VAL.MANF.ZS.UN, EG.ELC.RNWX.KH, NE.CON.PETC.CD, NY.GDP.MKTP.KD, EN.URB.LCTY.UR.ZS, TX.VAL.MRCH.WL.CD, EN.ATM.CO2E.LF.KT, TM.VAL.MANF.ZS.UN, BX.PEF.TOTL.CD.WD, EN.CO2.OTHX.ZS, TM.VAL.MRCH.R4.ZS, NE.CON.GOVT.CN, NY.GNP.PCAP.KD.ZG, AG.LND.CREL.HA, AG.AGR.TRAC.NO, EG.ELC.LOSS.ZS, NV.IND.TOTL.KN, NY.GDP.DEFL.ZS, NY.GDP.FCST.KD, EN.URB.MCTY.TL.ZS, AG.LND.ARBL.ZS, BN.TRF.CURR.CD, MS.MIL.XPRT.KD, NE.GDI.TOTL.KN, DT.ODA.ODAT.PC.ZS, EG.ELC.RNWX.ZS, NE.CON.GOVT.KD.ZG, EG.USE.CRNW.ZS, FP.WPI.TOTL, NE.CON.PRVT.KD, NY.TRF.NCTR.KN, SP.POP.TOTL, SP.RUR.TOTL, NE.CON.PETC.KN, NE.CON.PRVT.PC.KD, NE.CON.PRVT.CN, NE.DAB.TOTL.KN, IP.TMK.TOTL, SP.POP.65UP.TO.ZS, NY.EXP.CAPM.KN, NE.CON.PRVT.CD, NY.TAX.NIND.CN, SP.URB.GROW, NE.CON.PRVT.PC.KD.ZG, AG.LND.ARBL.HA, NE.CON.GOVT.ZS, TM.VAL.MRCH.R1.ZS, TM.VAL.MRCH.OR.ZS, FP.CPI.TOTL, DC.DAC.JPNL.CD, EN.URB.MCTY, NV.IND.MANF.ZS, NE.CON.PRVT.KN, NE.GDI.TOTL.CD, NE.GDI.FTOT.ZS, NY.GSR.NFCY.KN, NE.GDI.TOTL.KD.ZG, NE.DAB.TOTL.ZS, NE.GDI.FTOT.KD, EG.ELC.COAL.ZS, NV.AGR.TOTL.KN, NV.SRV.TETC.CN, NY.GNS.ICTR.CD, NE.RSB.GNFS.CD, DC.DAC.AUTL.CD, TM.VAL.MRCH.HI.ZS, DT.ODA.ALLD.KD, SP.POP.0014.TO.ZS, NE.CON.TOTL.KN, FR.INR.RISK, FR.INR.RINR, TX.VAL.MRCH.CD.WT, AG.SRF.TOTL.K2, NE.EXP.GNFS.ZS, NE.CON.GOVT.CD, SP.DYN.TO65.FE.ZS, SP.POP.DPND.OL, SH.MED.PHYS.ZS, NY.GNP.PCAP.CN, ER.H2O.INTR.K3, NY.GNP.MKTP.KN, EG.ELC.NGAS.ZS, NV.AGR.TOTL.KD, TM.VAL.MRCH.R6.ZS, SP.DYN.CDRT.IN, PA.NUS.ATLS, NE.GDI.FTOT.KD.ZG, NE.DAB.TOTL.CN, NE.GDI.FTOT.CN, SH.DTH.IMRT, AG.PRD.CROP.XD, SP.ADO.TFRT, NE.CON.TETC.ZS, TX.VAL.MMTL.ZS.UN, NE.CON.TETC.KD.ZG, NV.IND.MANF.KD, SP.POP.1564.TO.ZS, SP.DYN.AMRT.MA, SP.DYN.TFRT.IN, AG.PRD.LVSK.XD, EG.ELC.PETR.ZS, TM.VAL.FOOD.ZS.UN, EG.USE.COMM.FO.ZS, NE.CON.TOTL.KD, TX.VAL.AGRI.ZS.UN, EN.ATM.CO2E.EG.ZS, NY.GNP.MKTP.CN, DC.DAC.SWEL.CD, NY.GDP.DISC.CN, NY.GNP.MKTP.KD.ZG, EG.USE.ELEC.KH.PC, NE.DAB.TOTL.CD, SP.RUR.TOTL.ZS, NY.TAX.NIND.CD, SH.MED.BEDS.ZS, TX.VAL.MRCH.RS.ZS, AG.PRD.CREL.MT, NV.AGR.TOTL.KD.ZG, NY.GDY.TOTL.KN, FP.CPI.TOTL.ZG, NY.GNP.PCAP.KD, NE.GDI.FTOT.CD, NE.CON.TOTL.CN, NY.GSR.NFCY.CD, NY.GDP.PCAP.CD, TX.VAL.MRCH.R6.ZS, NY.GNP.PCAP.CD, EN.ATM.CO2E.LF.ZS, NV.IND.TOTL.CD, DC.DAC.USAL.CD, NE.EXP.GNFS.KN, NV.SRV.TETC.KD.ZG, NE.GDI.TOTL.CN, NE.CON.TOTL.CD, NV.AGR.TOTL.CD, AG.YLD.CREL.KG, NE.IMP.GNFS.KN, NE.TRD.GNFS.ZS, SM.POP.NETM, SP.RUR.TOTL.ZG, NE.GDI.FTOT.KN, NE.IMP.GNFS.KD, DT.ODA.ODAT.GI.ZS, DC.DAC.CECL.CD, EG.ELC.HYRO.ZS, EG.USE.PCAP.KG.OE, DC.DAC.DNKL.CD, EN.ATM.CO2E.SF.KT, NE.CON.PRVT.KD.ZG, TX.VAL.MRCH.R4.ZS, NY.TAX.NIND.KN, AG.LND.TRAC.ZS, NY.GDP.FCST.KN, NE.CON.PETC.KD.ZG, NY.GNS.ICTR.ZS, NE.RSB.GNFS.CN, NV.IND.MANF.CN, DC.DAC.GBRL.CD, ER.H2O.FWTL.ZS, DC.DAC.CHEL.CD, IP.TMK.NRES, TM.VAL.MMTL.ZS.UN, FI.RES.TOTL.CD, NV.IND.MANF.KN, NE.GDI.FPRV.ZS
GRD,,,,,,,220.0,0.0,,,,,62.598,,119.96287305440501,,,,41.1764705882353,,,53.3779104994374,,,196.889,,,,25.669,,,,30.707,,271.83529411764704,,,,,,,,125.94,1.71429000071429,,0.0540985025534493,,,,,,,,,340.0,,,,,,28381.0,,,109.105621400352,,,,,,,,0.27773089240889803,,,,,,,0.0,,,,58.834,0.0,,,,,,,,,64.7058823529412,,,,60.6700975609756,,,,,,,,,,,2350.0,,,,,,,,,,,,,,,,,,,8936060.0,,,1.2674109681461,,,,,,,,,,55.47466,,,,,,,,41.625,,,,,,,25.669,,,,,,,630.0,12.0,,,,,,14.705882352941199,,,,,,,,,,,92424.0,64043.0,,,,,,4.93594737297673,,,,1.88151301125678,,5000.0,,,,,,,,,,,,,,,,,,,,,,,49.6018350212066,,,,3539070.0,340.0,,,65.30622,10.857251654052998,,,,,,,,11.432,1.7142900229,,,,,133.5,150.528,,,,,45.462217605816704,276.471,6.442,83.46,,,,,,,,,,,,,69.293,,,,550.0,,,,,,,,,,,100.0,,,,,,,,873.016,,,-8968.0,0.9964696304632209,,,,,,,,0.0,,,,24.0,,,,,,,,,,,,,
SLE,342721579.82466096,,41.6419649072039,7600000.0,,,26170.0,0.0,,,,4.54096706427644,32.316,,71.96367816197859,,,,0.761983929066223,209838100.0,,51.2737873736203,,83500000.0,527.532,,,,326.363,2.03592814371257,,7600000.0,18.467,93.6952492452829,31.0277223607648,,,,,,,,36.61,0.7142859997142859,,0.16074435351969898,,,12.0958083832335,,,,,,72180.0,,,,71441.9348976438,,413583.0,,1100753.1800368,66.9581382063443,,,37426.0,,,0.430307351811396,,0.145725026243748,,,217.5,,,,0.0,,60910000.0,,29.264,13.4831460674157,,,,,,,0.239520958083832,,36.2565807702965,,7780000.0,1.19760479041916,30.7527804878049,,,,100000.0,,3.1680500216267298,,,,,2526.0,,,,,,,338.653350053893,,,,,,2465225907700.0,,,,98.7124463519313,,85232000.0,0.0,1.00347235587606e-05,1.3219811604648302,,,,,,,31800000.0,,,18.8588,384.7,,,,125423.0,,,46.049,,,,758441608.367048,30.325956337663804,46600000.0,282.359,,,,0.239520958083832,,,288000.0,105.0,,,0.00851192174090748,,,4.98753117206983,,,,3.3934919076380803,,,,,,,2239581.0,1825998.0,,,,,,2.91081233498587,,,,4.423472515487441,,360000.0,,,,,,,,,,,,,,,,,,,,,86.70658682634729,60910000.0,38.9373726603324,,,,57484000.0,72300.0,,,21.43062,5.005539955634281,,,160.0,,,,1.19760479041916,32.82,0.6122698783874511,,,,20608.0,35.19,187.639,,,,,58.1518150046817,538.17,5.967,47.71,,,,,,,,,,,,,81.533,,,1.2875536480686698,348855.0,,,,,,,,153.029329961569,,,86.51685393258431,,2000000.0,,,,,,1211.302,,,0.0,0.6326659348319921,,,,,,,,44.004,,0.0,,2.9166666666666696,,,,,,5680000.0,,,,,31800000.0,,
HUN,,,,,290000000.0,,70120.0,957.087,,,,,70.14,,51.7275563346045,,,,4.7767162852699405,,,51.748746381773,,,123.801,,,,50560.596,,,,56.758,,111.77220617640499,,,,,,,,68.58,,,0.516014436477848,,,,,,,,,90020.0,,,,596.318686222474,,5710839.0,,,37.3023659387814,,,6645.0,,,,,5.02503803022421,,,49.0,,,,1.89295039164491,,,,65.7,78.27821293878729,,,,,158.0,,,,77.8938013774717,,,,67.86585365853661,,,,,,,,,,,589.0,,,,,,,,,,,,,,,,,,,1149000000.0,,,0.322661285045066,305684494091.593,,,,,,,,,67.91255,54.4,,,,1837537.0,,,12.9,,,,,32.1763054430356,,8844.804,,,,,,,3344059.0,49404.0,,,,,18.2626274954198,57.6760719840035,,,,,,,,,,0.0,10061734.0,4350895.0,,,,,346.0,9.507299148595779,,,,1.0707217081417801,,5192000.0,,,,,,1837537.0,,,,,,,,,,,,,,,,,24.5850955625258,,,,1100000000.0,93030.0,,,78.09748,14.4251903958231,1.7,,6.0,,,,,10.8,,,,,5804.0,59.74,46.841,,,,,65.9076052888784,189.921,1.79,90.65,,,,,,,,,,,,,43.242,,,,6829499.0,,,,,,,,,,,17.493472584856402,,,,,,,,2042.278,,,3984.0,-0.6508008241364219,,,,,,,,39577.931,,,,95.1540832049307,,,,,,,,,188.0,,,,
KHM,660000008.571429,,23.6363633293979,22160000.0,8000000.0,16300000300.0,35330.0,0.0,,,,,43.284,,95.4806562668869,,,-9.090907674144061,0.5835032857466579,23100000300.0,,50.1156686847984,,102300000.0,489.11,7.62755699574215,,151428562.85714298,308.028,2.54154447702835,1.36655607092394,22160000.0,10.333,3832.94599561684,34.141717652390696,,0.0666814774139905,,,,,,34.9,35.0,,0.472895928382649,,,18.5728250244379,,,9.090910271546619,,60000008.571428604,176520.0,,,,20010.9645484026,,622738.0,,,90.4946912339678,,3200000000.0,,,,,,0.0511105919395968,,,,,,,0.0,,141530000.0,16715800.0,39.835,0.0,,,,,,5299999700.0,0.0,,20.0147292091548,,21180000.0,,41.5174390243902,660477600.0,,,100000.0,,,0.36764705882352894,,53.600529345626704,,1904.0,3.3551478505857,21000000000.0,,18.1818179456907,,,,,,,,,,,600000000.0,,78.8602941176471,,102000000.0,0.0,,2.59615790804676,,,,,22.943721347051202,,,91428571.42857142,2100000300.0,24.855,,,,70.5627709450722,396562.0,,,46.067,1.5765369651895702,,465714294.285714,,63.6803920749978,54400000.0,308.028,76.519353694861,,,0.0,4699999700.0,,2387069.0,700.0,,,,,6.58008965443089,16.1454792658056,,,,3.67697325367,,,,,,,6026696.0,5403958.0,,,16300000300.0,,,2.5506181164605,,465714294.285714,,2.98400194174959,,2850000.0,20.3463187833811,,,,1080000.0,396562.0,,,120000000.0,,,,109.090907674144,,,,,,-59999991.428571396,,81.4271749755621,141530000.0,46.293425120497204,,,,54000000.0,181040.0,13.8528136729072,134285705.714286,32.01746,4.98596503291909,,3835.7196049045797,120.6,,,,,21.434,35.0,,25200000000.0,,,40.41,101.081,90.90908972845341,0.0300955219614708,,,51.1559567630423,544.549,6.955,20.77,,13.4979466894236,,,44.72615668980829,,23116716000.0,,0.0,,,720000000.0,89.667,,,21.1397058823529,2190800.0,,,,,,20999999500.0,477594.28571428603,109.51274273191,,,100.0,,20000000.0,,,4200000000.0,599999985.7142861,,917.778,,36.7965350199584,0.0,2.5515602810372204,,,18.466666666666697,,,,,0.0,,0.0,,2.45614035087719,,,,-2099999700.0,,,,,,0.5597219355422111,,,
MUS,,,,4290000.0,,,1000.0,0.0,,,,,62.5,,97.0549340476298,,,,0.9852216748768471,,,50.085564085710104,,65300000.0,233.364,,,,253.023,4.28790199081164,,4290000.0,34.103,,344.999507389163,,,,,,,,68.13,4.761900003761901,,0.129935218012734,,,17.764165390505397,,,,,,2030.0,,,,3928.0415906926396,,238840.0,,,92.1523994957907,,,2697.0,0.0,,,,0.3612813040355589,,0.0,63.6,,,0.8305647840531559,0.0,0.0,37270000.0,,58.843,2.8985507246376803,,,,,,,0.0,,49.2610837438424,,4110000.0,12.710566615620198,60.6269024390244,,,,20000.0,,,0.0,,,,2041.0,,,,,,,,,,,,0.0,,,,,97.67441860465121,,67767100.0,0.0,,2.8373367949185497,,,,,,,18550000.0,,,51.27321,93.4,,,,,,,38.8,,,,,,60200000.0,245.689,,,,3.82848392036753,,,114.0,280.0,,,,,,44.8275862068966,,,,6.1255174206003,,,,,,,700349.0,461509.0,,,,,,2.48787424442257,,,,4.21330053645739,,91000.0,,7.19754977029096,15.313935681470099,,,,,,,,,,,,,,,,,,54.2113323124043,37270000.0,46.7648183392118,,,,64239100.0,2040.0,,,61.06346,4.902534551839009,,,2.751,,,,12.710566615620198,9.3,4.761900003761901,,,,1876.0,85.17,108.994,,,,,50.74730741636561,305.061,6.124,18.76,,,,,,,,,,,,,65.897,,,1.4950166112956798,203.0,,,,,,,,,0.8305647840531559,,97.1014492753623,,,,,,,,1780.702,,,-30869.0,2.13261410977732,,,,,,,,7.334,,0.0,,30.7692307692308,,,,,,4090000.0,,,,,18550000.0,,
KGZ,,,,,,,,,,,,,61.322,,84.0903173889375,,,,,,,52.4741332787064,,,205.967,,,,,,,,34.844,,12.1657977059437,,,,,,,,77.6,,,,,,,,,,,,191800.0,,,,,,813050.0,,,71.73258226629741,,,,,,,,,,,,,,,,,,,52.889,,,,,,,,,,,,,,57.0026585365854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.37774249953788,,,,,,,,,,43.91687,,,,,267312.0,,,38.005,,,,,32.8776827993358,,,,,,,,,,,,,,,,,,,,,,,,,,,2333400.0,1520350.0,,,,,,6.71286712841306,,,,4.3379944219813,,,,,,,,,,,,,,,,,,,,,,,,,38.965985293775894,,,,,199950.0,,,62.48385,12.357735122640099,,,,,,,,14.434,,,,,,64.7,47.734,,,,,54.321147577811004,372.5,5.314,108.4,,,,,,,,,,,,,65.156,,,,,,,,,,,,,,,,,,,,,,,,,,116848.0,2.8679799063822102,,,,,,,,,,,,,,,,,,,,,,,,,
CIV,645284474.559229,,54.127600115992,9000000.0,1000000.0,107504028700.0,158800.0,0.0,,,102928867328.0,1.2269944895619198,39.312,,80.37847380788999,,,8.64569558764582,3.77358490566038,158103633900.0,,48.7696975513721,,156200000.0,422.842,5.81306848186809,,166140935.24075,586.72,0.512163892445583,0.9112008984924631,9000000.0,20.21,42268.0141948823,11.7625880503145,,0.00312389838864875,,,,,,19.66,245.013850686544,,0.44913745557749896,,,12.355953905249699,,,22.535263371957196,,145416555.840272,318000.0,40.1140325086481,,,20542.6917181994,,755956.0,,599740.873353129,75.8619026791281,2335900000.0,54375989200.0,54912.0,0.0,20000.0,0.160438043443765,,0.15685590948597,,0.0,197.7,258849623.897948,,5.74831693423097,0.0,,81410000.0,-4078682100.0,37.207,0.0,,,,620762614.476586,,40706830300.0,3.9692701664532595,13.981910886363302,49.937106918239,,8260000.0,5.8258642765685,38.2338292682927,628637733.615518,45.9040526835101,,,,-2.51919964347343,0.0,22105909200.0,75.44143723730129,,1348.0,1.4316671619818,122474563600.0,,13.8895677843114,,,977.6727895647099,,,,72575975400.0,0.0,2243332536000.0,,499867918.718957,,81.7711030554117,,156085000.0,8.28586224754014,3.00481981544752,3.77100260591348,,,,,25.746928957842304,,37700000.0,221930266.58548102,35629070300.0,27.5541,295.7,,,67.9959252347077,226856.0,,,54.383,1.05179391533658,,438767148.87247,3656988002.3851705,30.0091539719243,193100000.0,586.72,73.853469745163,,,3.9692701664532595,14970534900.0,,574000.0,300.0,,,7.04771278278291,,6.064852775148161,5.283018867924531,,,,2.40609351202231,,,,,,,3740503.0,2984547.0,,,104818180100.0,,,2.5039413148445497,,427805121.246382,,10.4144840766029,,1680000.0,9.46881139333509,,,6.0889514657938095,,226856.0,,,89627224.49554159,,,,91.3543044123542,,,,63421743100.0,,55789331.3447308,,81.8181818181818,81410000.0,42.0570709340428,,,,193192000.0,322460.0,34.3926245454881,61100769.84648679,31.75181,4.51657112876182,,41177.6041350588,76.84,,,,5.8258642765685,26.4,245.013850686544,,144434475000.0,,37199.0,18.79,219.181,77.4647366280428,1.99265385753955,,,55.438987751112606,472.996,7.501,29.28,,18.859743432086198,,,21.5104891052899,,154024951800.0,,2685848600.0,,,589495143.214499,79.79,,,12.4805800103573,451000.0,,,-1.3412489012051598,,,119788715000.0,-16646740.9437111,172.512754182854,5.74831693423097,170.0,100.0,90223100.19640881,2000000.0,,,21959911400.0,488905891.09286904,296211725.16018,785.714,,60.1395535033303,200000.0,2.15606392584779,,,10.0415917715355,6240000.0,,,,0.0,,8.28586224754014,,1.7857142857142903,,,,13669158900.0,,,,,,0.51662201910194,37700000.0,,
VUT,,,,410000.0,,,1050.0,0.0,,,,,49.171,,95.2431685335023,,,,5.74241181296144,,,48.6166415951391,,,364.075,,,,40.337,,,410000.0,10.765,,5.5624282198523405,,,,,,,,61.03,89.76500008876499,,0.14747957407899,,,,,,,,,12190.0,,,,,,7299.0,,,90.4316277462639,,,441.0,,,,,0.594888357962422,,,101.6,,,,0.0,,3580000.0,,46.276,27.2727272727273,,,,,,,,,8.61361771944217,,410000.0,,47.688195121951196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6236280.0,,,3.1430002927115397,,,,,,,,,,36.22672,147.0,,,,,,,47.716,,,,,,,29.336,,,,,,,700.0,3.0,,,,,,0.8203445447087779,,,,6.046662537238589,,,,,,,67806.0,60507.0,,,,,,2.46438368285993,,,,4.84203188838257,,10000.0,,,,,,,,,,,,,,,,,,,,,,3580000.0,46.317435035247605,,,,5521080.0,12190.0,,,42.61735,4.8115407872383305,,,,,,,,17.25,89.7649993896484,,,,311.0,69.67,105.782,,,,,51.21818128189239,424.57,7.033,35.7,,,,,,,,,,,,,89.235,,,,350.0,,,,,,,,,,,72.7272727272727,,,,,,,,500.0,,,67.0,2.93998250101534,,,,,,,,11.001,,,,3.0,,,,,,410000.0,,,,,,,
TCA,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,48.364,,6.06526315789474,,,,,,,,,,,0.17355085039916698,,,,,,,,,950.0,,,,,,2787.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0526315789473701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0347161954536923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0526315789473701,,,,,,,,,,,5762.0,2975.0,,,,,,,,,,0.7563515257244781,,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.636,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6366246999843559,,,,,,,,,,,,,,,,,,,,,,,,,
TKM,,,,,,,,,,,,,58.954,,88.2184408162726,,,,,,,50.898893961588605,,,230.509,,,,,,,,46.702,,3.63609686549061,,,,,,,,,,,,,,,,,,,,469930.0,,,,,,798002.0,,,78.84646311990959,,,,,,,,,,,,,,,,,,,51.795,,,,,,,,,,,,,,55.2871951219512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5016119752011,,,,,,,,,,43.6982,,,,,192579.0,,,44.402,,,,,24.132646284094502,,,,,,,,,,,,,,,,,,,,,,,,,,,1708711.0,910709.0,,,,,,4.979308964476741,,,,3.81260771356633,,,,,,,,,,,,,,,,,,,,,,,,,41.890934160311495,,,,,488100.0,,,58.33301,9.37197769636299,,,,,,,,15.087,,,,,,,41.605,,,,,53.129756875211804,354.518,6.626,,,,,,,,,,,,,,53.298,,,,,,,,,,,,,,,,,,,,,,,,,,36261.0,3.2298970526484503,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,,,,176030000.0,42000000.0,,62970.0,0.0,,,,,64.231,,87.6499789456755,,,,1.45933822851701,,,50.6629567314928,,265632000.0,168.822,,,,9347.183,0.7589447054571741,,176030000.0,15.369,,110.98036806046301,,,,,,,,22.22,,,0.153641724109293,,,10.9343000843272,,,,,,325490.0,,,,9949.33975583423,,5551744.0,,,78.596702517719,,,,,130000.0,,,0.258759875979293,,,,,,,0.0,,1190240000.0,,56.772,76.26520204001571,,,,,,,0.5688320684254909,,19.3462164736244,,175780000.0,,60.4105365853659,,,,280000.0,,,3.1444086755763703,,,,1821.0,,,,,,,,,,,,,,,,,78.7402855006016,,154000000.0,0.0699118785159172,,1.9427313630855,,,,,,,,,,53.82782,,,,,1498856.0,,,41.187,,,,,26.9979307403223,61506000.0,1987.514,,,,0.5861492591254069,,,5150880.0,12100.0,,,,,6.1297179082579,17.0512150910934,,,,4.87307255765025,,,,,,,36123000.0,30571256.0,,,,,,4.82455624416953,,,,4.1665035429173,,5550000.0,,,,,17320000.0,2214238.0,,,,,,,,,,,,,,,89.0656999156728,1190240000.0,41.884737368904204,,,,33000000.0,331690.0,,,67.88962,9.053276427956439,,,359.4,,,,,11.269,,,,,,21.51,19.332,,,,,53.290706386926296,276.824,6.425,14.65,,,,,,,,,,,,,84.631,,,21.2597144993984,10061125.0,,,,,,,,,3.5768868077911096,,21.2632404864653,,158000000.0,,,,,,1953.283,,,0.0,1.54414656751829,,,,,,,,7128.648,,0.0699118785159172,,21.8018018018018,,,,,,50000.0,,,,,,,
