Country, NY.GDP.MKTP.CD, NE.DAB.DEFL.ZS, TG.VAL.TOTL.GD.ZS, DT.ODA.ODAT.CD, MS.MIL.MPRT.KD, NE.CON.PETC.CN, AG.LND.AGRI.K2, EN.ATM.CO2E.GF.KT, DC.DAC.BELL.CD, NY.GNP.MKTP.KD, NE.RSB.GNFS.KN, NY.GDP.MKTP.KD.ZG, SP.DYN.LE00.FE.IN, EG.IMP.CONS.ZS, SP.POP.DPND, NE.CON.PETC.KD, EN.CO2.BLDG.ZS, NE.RSB.GNFS.ZS, AG.LND.CROP.ZS, TX.VAL.MRCH.R3.ZS, NE.EXP.GNFS.KD, SP.POP.TOTL.FE.ZS, NY.GDP.DISC.KN, TM.VAL.MRCH.WL.CD, SP.DYN.AMRT.FE, DC.DAC.KORL.CD, NE.IMP.GNFS.CD, EN.ATM.CO2E.KT, TM.VAL.MRCH.R5.ZS, EG.USE.CRNW.ZS, DT.ODA.ALLD.CD, SH.STA.MMRT.NE, SP.URB.TOTL.IN.ZS, NY.GDP.PCAP.CN, EN.POP.DNST, NY.GDP.FCST.CN, NY.GDP.FCST.CD, EG.USE.COMM.CL.ZS, FR.INR.LNDP, TM.VAL.MRCH.HI.ZS, PA.NUS.FCRF, NE.GDI.FPRV.CN, AG.LND.ARBL.HA.PC, NE.CON.GOVT.KD, NY.GNS.ICTR.GN.ZS, TM.VAL.MRCH.RS.ZS, DC.DAC.PRTL.CD, NE.DAB.TOTL.KD, NY.GDS.TOTL.ZS, NE.GDI.STKB.KN, NY.GDS.TOTL.CD, AG.LND.TOTL.K2, NV.SRV.TETC.ZS, NY.TTF.GNFS.KN, NE.CON.GOVT.KN, NY.GDP.PCAP.KN, DC.DAC.FRAL.CD, SP.URB.TOTL, IP.PAT.NRES, TX.VAL.MRCH.RS.ZS, NY.GDY.TOTL.KD, DT.ODA.ODAT.GN.ZS, SH.DTH.MORT, DC.DAC.DEUL.CD, EN.ATM.CO2E.KD.GD, EN.ATM.CO2E.PC, NE.GDI.TOTL.KD, TM.VAL.MRCH.R3.ZS, SP.DYN.IMRT.IN, NV.SRV.TETC.CD, DC.DAC.NORL.CD, TX.VAL.MRCH.WR.ZS, EN.ATM.CO2E.GF.ZS, TX.VAL.MRCH.OR.ZS, DT.ODA.ODAT.KD, NE.CON.TOTL.CN, SP.DYN.LE00.MA.IN, EN.ATM.CO2E.SF.ZS, NE.GDI.STKB.CD, NV.IND.MANF.CD, NY.TRF.NCTR.CN, IP.TMK.RESD, NE.IMP.GNFS.CN, NE.EXP.GNFS.ZS, NV.IND.TOTL.ZS, AG.LND.AGRI.ZS, DC.DAC.TOTL.CD, TM.VAL.MRCH.WR.ZS, NE.EXP.GNFS.KD.ZG, SP.DYN.LE00.IN, NY.GNP.MKTP.CD, NV.AGR.TOTL.ZS, DC.DAC.ITAL.CD, DC.DAC.CANL.CD, EG.ELC.NUCL.ZS, NY.GDP.PCAP.KD.ZG, TX.VAL.MRCH.R5.ZS, NV.IND.TOTL.CN, TX.VAL.MRCH.R1.ZS, NY.GNP.PCAP.KN, NE.DAB.TOTL.KN, NE.EXP.GNFS.CN, NE.CON.TETC.CN, NY.GNS.ICTR.CN, NE.GDI.TOTL.ZS, NY.ADJ.ICTR.GN.ZS, EN.CO2.TRAN.ZS, NY.GDP.PCAP.KD, FR.INR.DPST, NV.SRV.TETC.KD, IP.PAT.RESD, NV.AGR.TOTL.CN, NY.GDP.MKTP.CN, NY.GDP.MKTP.KN, NE.GDI.STKB.CN, NE.CON.TETC.CD, EN.CO2.ETOT.ZS, TX.VAL.MRCH.HI.ZS, NV.SRV.TETC.KN, TM.VAL.MRCH.CD.WT, TX.VAL.MRCH.AL.ZS, SP.POP.GROW, NY.GDS.TOTL.KN, NY.TRF.NCTR.CD, EG.ELC.FOSL.ZS, DC.DAC.NLDL.CD, NV.IND.MANF.KD.ZG, NE.CON.TETC.KN, FI.RES.XGLD.CD, NE.EXP.GNFS.CD, NY.GDS.TOTL.CN, SP.POP.DPND.YG, SH.DYN.MORT, EN.CO2.MANF.ZS, FR.INR.LEND, FP.WPI.TOTL, EN.URB.LCTY, NV.IND.TOTL.KD, NE.CON.TETC.KD, SP.DYN.CBRT.IN, NY.GDP.DEFL.KD.ZG, EG.ELC.RNWX.KH, NE.CON.PETC.CD, NY.GSR.NFCY.CD, NY.GDP.MKTP.KD, EN.URB.LCTY.UR.ZS, TX.VAL.MRCH.WL.CD, EN.ATM.CO2E.LF.KT, FR.INR.RINR, EG.ELC.HYRO.ZS, EN.CO2.OTHX.ZS, TM.VAL.MRCH.R4.ZS, NE.CON.GOVT.CN, NY.GNP.PCAP.KD.ZG, AG.LND.CREL.HA, AG.AGR.TRAC.NO, EG.ELC.LOSS.ZS, NV.IND.TOTL.KN, NY.GDP.DEFL.ZS, NY.GDP.FCST.KD, EN.URB.MCTY.TL.ZS, AG.LND.ARBL.ZS, BN.TRF.CURR.CD, MS.MIL.XPRT.KD, NE.GDI.TOTL.KN, DT.ODA.ODAT.PC.ZS, EG.ELC.RNWX.ZS, NE.CON.GOVT.KD.ZG, NE.CON.PETC.ZS, NE.CON.PRVT.KD, NY.TRF.NCTR.KN, SP.POP.TOTL, SP.RUR.TOTL, NE.CON.PETC.KN, NE.CON.PRVT.PC.KD, NE.CON.PRVT.CN, IP.TMK.TOTL, SP.POP.65UP.TO.ZS, NY.EXP.CAPM.KN, NE.CON.PRVT.CD, NY.TAX.NIND.CN, SP.URB.GROW, NE.CON.PRVT.PC.KD.ZG, AG.LND.ARBL.HA, NE.CON.GOVT.ZS, TM.VAL.MRCH.R1.ZS, TM.VAL.MRCH.OR.ZS, FP.CPI.TOTL, DC.DAC.JPNL.CD, EN.URB.MCTY, NV.IND.MANF.ZS, NE.CON.PRVT.KN, NE.GDI.FTOT.KD, BX.PEF.TOTL.CD.WD, NY.GSR.NFCY.KN, NE.GDI.TOTL.KD.ZG, NE.DAB.TOTL.ZS, EG.ELC.COAL.ZS, NV.AGR.TOTL.KN, NV.SRV.TETC.CN, NY.GNS.ICTR.CD, NE.RSB.GNFS.CD, DC.DAC.AUTL.CD, AG.PRD.FOOD.XD, DT.ODA.ALLD.KD, SP.POP.0014.TO.ZS, NE.CON.TOTL.KN, FR.INR.RISK, TX.VAL.MRCH.CD.WT, AG.SRF.TOTL.K2, TM.VAL.MRCH.AL.ZS, NE.CON.GOVT.CD, SP.DYN.TO65.FE.ZS, SP.POP.DPND.OL, SH.MED.PHYS.ZS, NY.GNP.PCAP.CN, NE.IMP.GNFS.ZS, NY.GNP.MKTP.KN, EG.ELC.NGAS.ZS, NV.AGR.TOTL.KD, TM.VAL.MRCH.R6.ZS, SP.DYN.CDRT.IN, PA.NUS.ATLS, NE.GDI.FTOT.KD.ZG, NE.DAB.TOTL.CN, NE.GDI.FTOT.CN, SH.DTH.IMRT, AG.PRD.CROP.XD, SP.ADO.TFRT, NE.CON.TETC.ZS, NE.GDI.FTOT.ZS, NE.CON.TETC.KD.ZG, NV.IND.MANF.KD, SP.POP.1564.TO.ZS, SP.DYN.AMRT.MA, SP.DYN.TFRT.IN, AG.PRD.LVSK.XD, EG.ELC.PETR.ZS, EG.USE.COMM.FO.ZS, NE.CON.TOTL.KD, NE.IMP.GNFS.KD.ZG, EN.ATM.CO2E.EG.ZS, NY.GNP.MKTP.CN, DC.DAC.SWEL.CD, NY.GDP.DISC.CN, NY.GNP.MKTP.KD.ZG, EG.USE.ELEC.KH.PC, NE.DAB.TOTL.CD, SP.RUR.TOTL.ZS, NY.TAX.NIND.CD, SH.MED.BEDS.ZS, NY.GDY.TOTL.KN, AG.PRD.CREL.MT, NV.AGR.TOTL.KD.ZG, NV.IND.TOTL.KD.ZG, DC.DAC.GBRL.CD, FP.CPI.TOTL.ZG, NY.GNP.PCAP.KD, NY.GSR.NFCY.CN, NE.GDI.FTOT.CD, NY.GDP.PCAP.CD, TX.VAL.MRCH.R6.ZS, EN.ATM.CO2E.LF.ZS, NV.IND.TOTL.CD, DC.DAC.USAL.CD, NE.EXP.GNFS.KN, NV.SRV.TETC.KD.ZG, NE.GDI.TOTL.CN, NE.CON.TOTL.CD, NV.AGR.TOTL.CD, AG.YLD.CREL.KG, NE.IMP.GNFS.KN, NE.TRD.GNFS.ZS, SP.DYN.TO65.MA.ZS, SP.RUR.TOTL.ZG, NE.GDI.FTOT.KN, NE.IMP.GNFS.KD, DT.ODA.ODAT.GI.ZS, DC.DAC.CECL.CD, EG.USE.PCAP.KG.OE, DC.DAC.DNKL.CD, EN.ATM.CO2E.SF.KT, TX.VAL.MRCH.R4.ZS, NY.TAX.NIND.KN, AG.LND.TRAC.ZS, NY.GDP.FCST.KN, NE.CON.PETC.KD.ZG, NY.GNS.ICTR.ZS, NE.RSB.GNFS.CN, NV.IND.MANF.CN, NE.GDI.TOTL.CD, DC.DAC.CHEL.CD, IP.TMK.NRES, NE.CON.PRVT.KD.ZG, FI.RES.TOTL.CD, NV.IND.MANF.KN, NE.GDI.FPRV.ZS
PSS,,,71.2529837289205,3610000.0,,,5110.0,,,,,,55.9692328488023,,98.49126615474242,,,,4.34436664544876,,,48.490052321862706,,1200000.0,304.261550367589,,,332.612186849373,0.0,,3610000.0,,22.4738850771638,,14.1555697008275,,,,,100.0,,,0.163715479729439,,,0.0,,,,,,62840.0,,,,,,199912.0,,0.0,,,,,,0.373916498994276,,,72.2934752747253,,,0.0,0.0,,32470000.0,,52.414896675419705,1.35135135135135,,,,,,,,8.13176320814768,3470000.0,0.0,,54.1402605893371,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,206866898.476428,,100.0,,80733963.7903869,,3.2689481273030094,,,,,,,,51531950.2175427,,93.28606402143292,100.82830815018299,,,,,,,44.8065281350885,,,177922631.361644,,,,200000.0,317.67463076429,,,,0.0,,,13875.0,1064.0,,,,,,2.11749721381946,,,,4.05829556083171,,,,,,889536.0,689624.0,,,,,2.49912330880152,,191153131.402925,,5.28333684432273,,,,0.0,,,,,,,,,,,,,,,,,,53.801925016668704,32470000.0,47.057055412708905,,,61807084.909641795,63790.0,0.0,,51.9462952629897,4.95427040509954,,,,,,,,12.761414750081801,,,,,,63.298939399981606,90.20498246533259,,,,,50.4438212784895,363.051434846063,6.67253193607404,26.4915232302317,,,,,,,,,,,,77.5261149228362,,,,23550.0,,,3470000.0,,,,,,,97.2972972972973,,,,,,,,1697.29766702703,,,44.614747076746795,2.6993378982513603,,,11.016051454477198,,,,,,,80.0,,,,,,32770362.5470341,,,,,,
ABW,,,,,,,20.0,,,,,,67.625,,84.9929920576653,,,,,,,50.9623883827907,,,175.849,,,,,,,,50.761,,307.972222222222,,,,,,,,0.0360782898890593,,,,,,,,,180.0,,,,,,28139.0,,,,,,,,,,,,,,,,,,,64.429,,,,,,,,,11.1111111111111,,,,65.98802439024391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23826641947257,,,,,,,,,,80.21424280851629,,,,,,,,34.529,,,,,,,,,,,,,,,,,,,,,,11.1111111111111,,,,,,,,,,55435.0,27296.0,,,,,2.58320555605665,,,,2.2061831843358597,,2000.0,,,,,,,,,,,,,,,,,,,,,,43.3606927031659,,,,180.0,,,70.81051,4.77874924914904,,,,,,,,6.243,,,,,,,102.8116,,,,,54.0561017407775,223.17,4.655,,,,,,,,,,,,,49.239,,,,,,,,,,,,,,,,,,,,,,,,,63.62622,2.27135128050624,,,,,,,,,,,,,,,,,,,,,,
USA,563300000000.0,,6.5665187289188705,,238000000.0,341900000000.0,4475090.0,636935.898,,,,2.29999999999977,73.6,5.578857967971739,67.0616611970466,,19.6716393679834,0.8698739570388779,0.20515429699441898,11.3215648854962,,50.437271412003405,,15738600000.0,126.591,,22700000000.0,2880505.507,2.27593305630742,3.07963937158922,,,70.377,3066.56286916615,20.0558797068663,,,1.33475774086046,,68.5931404318046,1.0,83600000000.0,0.9833361460278399,,,5.74256922470868,,,23.344576602165798,,131500000000.0,9158960.0,,,,17142.1937673897,,129276215.0,17061.0,4.699427480916031,2646300000000.0,,127437.0,,1.00660182013711,15.6812555160569,,14.7408282820581,25.4,,,,22.111948630272103,24.3463740458015,,431900000000.0,67.1,30.8338032974293,3000000000.0,,-4206697472.0,,22700000000.0,4.8996982069945005,,48.86024177417521,,,,70.27073170731711,566800000000.0,,,,0.21517968932242199,0.618121192654826,3.3969465648855,,3.75,,,27600000000.0,431800000000.0,,22.4747026451269,,23.9903722291042,15578.409657476,,,66335.0,,563300000000.0,3148866715325.58,3000000000.0,431800000000.0,28.0588818656982,70.9541984732824,,15952200000.0,3.0200381679389303,1.6577300373895298,,-4206697472.0,81.492047396659,,,,1805899998.3101,27600000000.0,131500000000.0,51.6405122170531,29.5,26.4075497534825,4.5,17.093986861278697,14360388.0,,,23.3,1.3501538964215702,181000000.0,341900000000.0,-3500000000.0,2861613648391.43,11.108298614714197,20960000000.0,1298378.357,3.10788487484442,18.2712311420234,1.87190970788468,1.00390123645051,89900000000.0,,64869558.0,4690000.0,8.837363191895529,,17.8889756514117,,38.8465695107545,19.7216714561479,,6376000000.0,,,0.0215417719952203,,60.695899165631104,,-1737821117.4154198,183691000.0,54414785.0,,,342000000000.0,23782.0,9.230812835290509,,342000000000.0,,2.20057087771013,,180630000.0,15.9595242322031,3.62166901757463,25.6642903434867,13.718091436813,,71357652.0,,,423537694687.365,,-12914664858.9538,,99.1301260429611,53.7305350452496,,,,4900000000.0,,45.58,,30.911049206197802,,2.1241666666666696,21037000000.0,9629090.0,1.7600040664353898,89900000000.0,78.39786,15.421148979993598,,3085.6166061483696,4.02982424995562,,21.5215393916889,,3.5009467169888,9.3,1.0,1.26096025756188,558400000000.0,123600000000.0,109804.0,43.58,82.7346,76.65542339783421,21.9421267530623,,,59.858137958511705,226.66,3.62,55.31,6.23997295972046,95.5667993020266,,,2.7941969652166896,566800000000.0,,-100000000.0,,4182.1755012493795,558400000000.0,29.623,,,,163619978.0,,,,1.07518189135536,,-3500000000.0,123600000000.0,3066.56286916615,2.0181297709923705,45.07467018704779,,,,,126600000000.0,431900000000.0,,2522.292,,8.929522456950119,64.00235,0.37976792291879496,452957452983.702,,,,5612.07950307854,,888169.402,2.8864503816793903,,259.64679178431,,,,4900000000.0,,126600000000.0,,,,18825529998.3101,,14.8411148588674
AFG,548888894.577778,,27.6923074052943,34670000.0,56000000.0,,377000.0,0.0,,,,,33.557,,82.75589568274741,,,-3.6437231039355,0.0765860980914744,,,48.39667886714,,,545.51,,44444447.288888894,491.378,,,34670000.0,,8.508,2695.05166217582,14.0381475354594,24300001280.0,540000028.4444441,,,,193.905009433912,,0.8347022268000519,,,,,,12.955475298922998,,71111165.1555555,652860.0,,,,,,779754.0,,42.13483146067421,,6.19107117699774,157255.0,3380000.0,,0.0536149425883079,,,240.5,,,12.3595505617978,0.0,,225750000.0,21499998208.0,32.035,35.8208955223881,,,,,2000000128.0,4.45344332226391,,57.745917960971695,33550000.0,,,32.777439024390205,560000022.755556,,,,,,12.3595505617978,,0.0,,,1100000512.0,21499997824.0,,16.5991984028585,,,,,,,,24700000256.0,,,477777729.42222196,,45.505617977528104,,99000000.0,0.0,1.8740025829736497,,,,,,,6240000.0,24444455.8222222,3200002432.0,77.6232856935473,356.5,,,,300359.0,,,51.374,,,,11111128.1777778,,38.5197126273158,53400000.0,293.36,,,,,,,3313500.0,120.0,,,,,3.2772591652213996,11.7176730079956,,,,3.78289231413827,,,,,,9164945.0,8385191.0,,,21499998208.0,,2.8084511145457,,477777737.955556,400000000.0,5.305559056519059,,7650000.0,,,,,170000.0,300359.0,,,,,,,103.64372310393601,,,,,-19999991.4666667,,54.02,225750000.0,42.4737518883092,,,53000000.0,652860.0,,,21.70654,5.132609989200089,,2749.6074470714198,8.09716642619941,,,,,31.902,45.0,,25599999872.0,,105341.0,67.38,145.321,87.04452470107701,,,,54.7177969971451,598.907,7.45,43.45,,,,,,25200001024.0,,,,,568888886.0444441,91.492,8888888.88888889,,,3695000.0,,,,,,500000768.0,,59.890036937240495,,59.70149253731339,,30000000.0,,,4100002048.0,477777737.955556,,1115.135,,12.550609748463302,18.0825,1.56080003081611,,,38.052420016742396,,,,176.016,0.0,,0.156862745098039,,,,-899999616.0,,91111156.6222222,,,,42444500.0,,
ROM,,,,,40000000.0,,146010.0,21554.626,,,,,68.332,,55.6567919261226,,,,2.34436051054962,1.71256770985297,,51.131689625803496,,893530000.0,131.2896,,,55775.07,0.7979586583550641,,,,34.894,,80.555917339585,,,,,35.2556713260887,0.0005999999999,,0.531008744155967,,,57.74736158830711,,,,,,230340.0,,,,,,6474669.0,,62.4326072891956,,,,,,3.00589159402325,,0.621131914988864,,,,,38.6456278763971,7.246064265689019,,,64.591,28.6324786324786,,,,,,,,63.388903360250104,,,,66.4158780487805,,,,,,,0.517576018977787,,1.59966509787007,,,,,,,,,,,,,,,,,,,30.321328445115398,,879800000.0,3.41625543898819,0.8026901921841291,,,,,,,,,,44.713532864951496,,,,,1031002.0,,,17.5,,,,,,15.923624821593199,788290000.0,16600.509,,,,2.39387597506519,,,7029100.0,51952.0,,,,,5.556389701028009,42.7758965008249,,,,,,,,,,18555250.0,12080581.0,,,,,7.03037602824904,,,,2.78530601509663,,9853000.0,,3.0116504202432997,6.99696708560429,,,1031002.0,,,,,,,,,,,,,,62.48,,28.725717987199804,,,792500000.0,238390.0,2.56622609201706,,74.87787,10.9432590611711,,,,,,,0.172350116951865,8.7,,,,,,63.77,55.3036,,,,,64.2439059845512,190.1178,2.17,55.36,,,,,,,,,,,,65.106,,,,10612300.0,,,,,,,,,0.0418627662408504,29.763313609467502,,,,,,,,1509.767,,,66.33383,-0.243945430794728,,,,,,,15969.785,3.3743926727473395,,52.7270881964884,,,,,,,,,,,,
EUU,390764163976.872,,30.8384928077153,30000000.0,5892000000.0,,2106797.0,,,,,5.43934871039598,72.37283530330629,31.6397527232085,55.6434489888109,,22.1064244187466,-0.256493925974873,3.3435650362048195,2.8773921137989102,386629492301.035,51.769231112399,,51848400000.0,111.657112001914,,72060953798.813,2446230.5364823,1.7289829580083502,1.5596836081430399,30000000.0,,61.6736073879095,,98.0783164631992,,,2.86449343586221,,72.95958988126921,,,0.32372523877438797,878037591496.7041,,10.3690759984879,,3896477738184.76,,,,4210992.0,,,,,,254716319.0,,11.606083107499199,2595187925765.83,,,,0.629683238562131,5.9229758840514695,,2.8384868192654,36.1727190428774,,,,2.85372660122585,18.464301968205103,252510000.0,,66.9451369795217,66.0555836366803,,,,,,18.981836470656898,,54.831577703597794,29870000.0,,5.9253574305893,69.5893701196159,,,,,0.433541446281336,4.543628809988849,2.43589023512902,,1.6313743240463998,,,,,,,,12.638448884354599,9406.27846085988,,,,,,,,,31.5939255780805,69.9296149242957,,62604097869.474,5.322842957403879,0.856790519520928,,,60.75957639583861,,,,,70585408083.943,,39.967565686705,42.5089748619964,30.201260379089998,,,,,,18.5340943838372,,2376000000.0,,,3884858904722.03,16.7029672054269,48427880000.0,650852.972122565,,26.3062103493258,3.45945259910475,5.04800533864112,,,64194718.0,3406656.0,9.15223120123357,,,,16.2132718648162,31.8274234274938,,2538000000.0,,0.0726379929739013,0.35992120068639205,4.0521253223788,,,,413007006.0,158290687.0,,,,118684.0,9.97880802167638,,,,1.6158729095783702,,,14.765711514040001,1.29706991922605,16.6713341202429,,,,,,,,,,,51.0916930329569,,,,,,64.7853615665794,252510000.0,25.705439893856802,,,57756747554.2716,4352765.0,7.067894091235219,59861875618.6559,79.3197143720443,15.5153401764077,,,19.2383303966317,,1.46195265480824,,4.91384497882288,10.114348374468,,,,,,68.4427550506937,39.966197619022005,,,,,64.3157520844668,192.05473195085602,2.5953621204466604,64.1844062789237,8.20593070807346,95.1641173984697,,5.947356941428371,3.3941165218125997,,,,,1523.1500545248498,391656353870.909,38.3263926120905,,,,126952718.0,,,23870000.0,2.00591910534507,,,,946.144153246815,5.22899205994563,28.544486872900098,,6000000.0,,,,,,1977.6193171748498,,38.220166867288604,67.1821666402949,-0.341175584342466,,395605243787.22705,,,1761.4064493192002,,,5.18114771904118,,278.570324644474,,,,,,,,,,,,
TON,,,,20000.0,,,270.0,0.0,,,,,62.123,,96.1351467782633,,,,19.4444444444444,,,49.1920301223721,,,273.997,,,11.001,,,20000.0,,17.929,,88.5277777777778,,,,,,0.892856999892857,,0.188264825855036,,,,,,,,,720.0,,,,,,11428.0,,,,,,,,0.172591779102604,,,,,,,0.0,,160000.0,,61.361,0.0,,,,,,,,37.5,,,,61.7327073170732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3189760.0,,3.41504384497163,,,,,,,,,,89.5747430611114,,,,,,,,46.721,,,,,,,,11.001,,,,,,,,95.0,,,,,,16.6666666666667,,,,0.313774709758393,,,,,,63740.0,52312.0,,,,,3.3448384060244702,,,,5.5409855954325495,,12000.0,,,,,,,,,,,,,,,,,,,,111.69,160000.0,45.669909005334205,,,3079220.0,750.0,,,58.06441,6.56040371715183,,,,,,,,8.853,0.892857015132904,,,,,145.59,56.3268,,,,,50.985252588641394,298.41,7.346,22.97,,,,,,,,,,,,82.071,,,,,,,,,,,,,,100.0,,,,,,,,,,,54.09327,2.95656840514299,,,,,,,0.0,,,79.1666666666667,,,,,,,,,,,,
LAO,,,,51680000.0,4000000.0,,15500.0,0.0,,,,,45.227,,81.5363694182232,,,,0.0433275563258232,,,50.847997521766395,,16600000.0,409.488,,,113.677,0.602409638554217,,51680000.0,,8.02,,9.398990467937608,,,,,,80.0001547257747,,0.295027813286117,,,100.0,,,,,,230800.0,,,,,,173977.0,,,,,,,,0.0524029323920717,,,,,,,0.0,,308350000.0,,41.869,0.0,,,,,,,,6.715771230502599,51160000.0,,,43.50704878048779,,,,20000.0,,,,,,,,,,,,,,,,,,,,,,,,,,16750000.0,,2.3008868891681202,,,,,,,,,,76.688843141193,,,,,83258.0,,,43.109,,,,,,47.855751047552296,,113.677,,,,0.0,,,630000.0,30.0,,,,,,2.77296360485269,,,,23.823495922853898,,,,,,2169287.0,1995310.0,,,,,2.6702782988143103,,,,3.22782002548117,,640000.0,,,,,10000.0,,,,,,,,,,,,,,,17.81,308350000.0,42.244341113001596,,,600000.0,236800.0,,,36.77812,4.84752627703019,,,,,,,,20.082,96.00018310546879,,,,,18.28,104.6246,,,,,55.085380588184,477.51,5.964,17.55,,,,,,,,,,,,91.98,,,,557000.0,,,130000.0,,,,,,,100.0,,51000000.0,,,,,,884.127,,,30.06643,2.22047060937383,,,,,,,0.0,,,0.46875,,,,,,,,,,,,
BOL,612518906.826491,9.105874167694609e-05,22.152785569186896,23630000.0,4000000.0,6737.854,300420.0,84.341,,,,2.0799836280940602,43.78,,88.6928580879788,2452125790.19983,,-4.088388785058959,0.136619588295024,3.6745406824147,419044588.950896,50.437617784672,2042295900.0,77600000.0,376.429,,108516001.93659301,1041.428,0.0,,23630000.0,,37.059,0.0019490609764357602,3.4753207791008998,,,,,87.8865979381443,1.188e-05,,0.34370878781560305,290688171.769188,,5.79896907216495,,3060201176.77694,2.72559252337264,,16694769.528706698,1083300.0,,-76743115.3846153,569656400.0,2166.76439612571,,1395203.0,,1.1811023622047199,,,43941.0,70000.0,0.348009142388575,0.276621294804658,249881831.833319,6.31443298969072,170.5,,,3.6745406824147,8.09859154929577,,141740000.0,4700.0,41.151,0.35211267605633795,,,,,1300.0,13.627962616863199,,27.7319302132373,23080000.0,6.31443298969072,0.5873714453693709,42.4334390243902,,,,,,0.145005162582379,0.0,,,,8387831700.0,1000.0,7137.854,,6.81398130843159,,,794.867896015768,,,,,7337.854,8157467100.0,,595824137.2977849,,95.14435695538059,,77690000.0,0.0,1.9137471909106398,,,,,,7699208100.0,6400000.0,83473847.6435333,200.0,80.1466313286635,281.4,,,,451696.0,,2782351636.15584,44.279,6.557893655681441,,562434598.240371,,2992530577.9386,32.3749303864742,76200000.0,931.418,,,,0.0,400.0,,431159.0,1300.0,,,8.99526030573878e-05,,18.066598225942,1.19449829225515,,,688623600.0,6.27653682850286,,11.174790021255,91.8232224298821,1717702132.90512,,3764815.0,2369612.0,7262371500.0,456.251404891108,4400.0,,4.52917341223938,1023692384.61538,367284929.631546,,2.71844923642485,5.239317724718389,1294000.0,5.45118504674527,,,2.4127486457860103e-05,10000.0,680174.0,,5087255800.0,210965736.644554,,,-19.0399972912365,104.088388785059,,,,,-25042154.29306,,20.16,141740000.0,42.4746501488121,5659901000.0,,58000000.0,1098580.0,0.0,33389539.0574133,37.37634,8.54622675931532,,,17.7163514019221,,,,,23.339,1.19798e-05,-16.440680485594,7637.854,500.0,25872.0,20.97,102.3384,97.2744074766274,6.81398130843159,5.41287246831624,,52.996176438948496,419.215,6.668,19.9,,,2045383707.42701,5.85501983667879,,,,2337.854,,,637561061.119551,62.941,,,8080723984.615391,411470.0,,,,7.561493071839,,,41736923.8217666,162.695618994955,,89.4366197183099,,23000000.0,1100435500.0,,500.0,392327083.924606,,954.335,1330800100.0,31.3443140187853,32.50049,1.4429581516531598,584605900.0,486715187.789228,56.6165348,,,,3.667,0.0,,10.0463678516229,,1.86294742767627,,-300.0,,41736923.8217666,,,7.27272731106645,7404270.65,,
HIC,1191323839346.03,,16.9560258870094,612010000.0,8667000000.0,,14768116.0,,0.0,,,4.63196634435124,71.5237243910851,17.6651053834005,60.4468614290164,,20.1430855927233,-0.406361098395074,0.756571423671979,4.99563117312917,,51.6001158790263,,92148000000.0,129.155980513305,0.0,132234563237.5,6975252.56155742,1.77975647870817,2.66795462166522,612010000.0,,63.2470129357279,,16.7377613938895,,,2.8109938345510095,,75.81152059729999,,,0.526463700307749,,,7.568292312367059,1200000.0,,,,,55023541.4,,,,,0.0,575512940.0,,8.93400513874353,6877909661841.47,0.051940359430038,835482.0,66510000.0,0.808873966576826,7.573803372659,,5.06624126405348,35.4,,500000.0,,13.345345577894498,18.917423593035,4045000000.0,,65.5077478462439,43.2759449589562,,,,,,12.3016669159235,,38.594973164447495,627280000.0,,,68.3941818819926,1178293732880.99,,940000.0,1040000.0,0.22102031418138102,3.11260766746572,2.5438183557898797,,3.02081536925563,,,,,,,,19.3604496559462,9363.39119023884,,,,,,,,,29.0323873219171,72.1485712682214,,107269887165.074,3.8236321881950803,1.47349457186201,,,55.846911313833,530000.0,,,,134757409019.57199,,46.579013863738396,43.4,28.915274241314897,,,,,,21.902926440088603,,3384000000.0,,,8623410877070.07,18.304683195428897,90516290000.0,2588174.21388613,,26.812461788554398,2.5488031880985402,3.2717584754959397,,,166347915.0,9240105.0,9.17112865794083,,,,,10.607892364908801,,9788000000.0,,0.6645269631736589,0.160156904323296,,,,,920970907.0,334431914.0,,,,207706.0,8.39942779921115,,,,2.3623971944689504,,,14.425775284638801,2.1968246733515597,16.6201870903329,,50000.0,,,,,127978812.836232,,,,40.1803572536053,,,,,0.0,51.1884966771949,4045000000.0,29.108289071596104,,,105522949385.282,57421692.4,5.09887355124365,179612866780.552,77.3423941288001,13.440743858923302,,,12.7080280143186,,9.223125650329571,,3.74762338846204,9.44307702386117,,,,,682462.0,51.7740063064293,45.336816511607296,,24.022285696173302,,,62.49228312919271,224.567027555321,2.9616988845986003,55.4210641197222,6.44342840989808,94.38922762388809,,,2.9536136231091294,,500000.0,,,2387.50512799282,1188197694826.98,36.752987064272105,,,,350402465.0,,,25540000.0,,,,285166338090.899,1293.5520875753698,3.7775078938829703,40.46417634733879,,529000000.0,,,,,,2106.44325087526,,25.009694930242098,63.949403437021395,-0.0951452149515291,,,,0.0,2795.1406663557696,1440000.0,3171687.76458961,3.6827846125818904,,230.881731940257,,,,,,,30000.0,,,,,
