Country, NY.GDP.MKTP.CD, NE.DAB.DEFL.ZS, TG.VAL.TOTL.GD.ZS, DT.ODA.ODAT.CD, MS.MIL.MPRT.KD, NE.CON.PETC.CN, AG.LND.AGRI.K2, EN.ATM.CO2E.GF.KT, NV.MNF.OTHR.ZS.UN, DC.DAC.BELL.CD, NY.GNP.MKTP.KD, NE.RSB.GNFS.KN, NY.GDP.MKTP.KD.ZG, SP.DYN.LE00.FE.IN, EG.IMP.CONS.ZS, SP.POP.DPND, NE.CON.PETC.KD, EG.USE.PCAP.KG.OE, NE.RSB.GNFS.ZS, AG.LND.CROP.ZS, NY.GDP.MKTP.CN, NE.EXP.GNFS.KD, SP.POP.TOTL.FE.ZS, EG.ELC.COAL.ZS, TM.VAL.MRCH.WL.CD, SP.DYN.AMRT.FE, TM.VAL.FUEL.ZS.UN, DC.DAC.KORL.CD, NV.AGR.TOTL.CN, NE.IMP.GNFS.CD, EN.ATM.CO2E.KT, TM.VAL.MRCH.R5.ZS, TM.VAL.AGRI.ZS.UN, DT.ODA.ALLD.CD, SP.URB.TOTL.IN.ZS, NY.GDP.PCAP.CN, EN.POP.DNST, NY.GDP.FCST.CN, TX.VAL.FUEL.ZS.UN, TX.VAL.MRCH.R1.ZS, EG.USE.COMM.CL.ZS, FR.INR.LNDP, NE.IMP.GNFS.KD.ZG, NV.MNF.TXTL.ZS.UN, AG.PRD.FOOD.XD, PA.NUS.FCRF, NY.GDP.FCST.CD, AG.LND.ARBL.HA.PC, NE.CON.GOVT.KD, NY.GNS.ICTR.GN.ZS, TM.VAL.MRCH.RS.ZS, NE.DAB.TOTL.KD, NE.EXP.GNFS.KD.ZG, NY.GDS.TOTL.ZS, NE.GDI.STKB.KN, NY.GDS.TOTL.CD, AG.LND.TOTL.K2, NV.SRV.TETC.ZS, EN.CO2.TRAN.ZS, NY.TTF.GNFS.KN, NE.CON.GOVT.KN, NY.GDP.PCAP.KN, DC.DAC.FRAL.CD, SP.URB.TOTL, IP.PAT.NRES, TX.VAL.MRCH.RS.ZS, SP.POP.DPND.YG, NY.GDY.TOTL.KD, NE.IMP.GNFS.KD, DT.ODA.ODAT.GN.ZS, SH.DTH.MORT, EG.ELC.HYRO.ZS, DC.DAC.DEUL.CD, IP.PAT.RESD, EN.ATM.CO2E.PC, NE.GDI.TOTL.KD, NV.MNF.FBTO.ZS.UN, SP.DYN.IMRT.IN, NV.SRV.TETC.CD, DC.DAC.NORL.CD, TX.VAL.MRCH.WR.ZS, EN.ATM.CO2E.GF.ZS, TX.VAL.MRCH.OR.ZS, DT.ODA.ODAT.KD, DC.DAC.SWEL.CD, SP.DYN.LE00.MA.IN, NV.MNF.MTRN.ZS.UN, EN.CO2.BLDG.ZS, EN.ATM.CO2E.SF.ZS, NE.RSB.GNFS.CD, NV.IND.MANF.CD, NY.TRF.NCTR.CN, NY.GNP.ATLS.CD, NE.IMP.GNFS.CN, TM.VAL.MRCH.AL.ZS, NV.IND.TOTL.ZS, AG.LND.AGRI.ZS, DC.DAC.TOTL.CD, TM.VAL.MRCH.WR.ZS, SP.DYN.LE00.IN, NY.GNP.MKTP.CD, NV.AGR.TOTL.ZS, DC.DAC.ITAL.CD, DC.DAC.CANL.CD, EG.ELC.NUCL.ZS, NY.GDP.PCAP.KD.ZG, TX.VAL.MRCH.R5.ZS, NV.IND.TOTL.CN, TX.VAL.FOOD.ZS.UN, NY.GNP.PCAP.KN, NE.DAB.TOTL.KN, NE.EXP.GNFS.CN, NE.CON.TETC.CN, NY.GNS.ICTR.CN, NE.GDI.TOTL.ZS, NY.ADJ.ICTR.GN.ZS, AG.AGR.TRAC.NO, IP.TMK.RESD, FR.INR.DPST, NV.SRV.TETC.KD, TM.VAL.MRCH.R3.ZS, TX.VAL.MRCH.R3.ZS, NY.GDP.MKTP.KN, NE.GDI.STKB.CN, NE.CON.TETC.CD, EN.CO2.ETOT.ZS, TX.VAL.MRCH.HI.ZS, NV.SRV.TETC.KN, TM.VAL.MRCH.CD.WT, TX.VAL.MRCH.AL.ZS, NY.GDP.DEFL.KD.ZG, SP.POP.GROW, NY.GDS.TOTL.KN, NY.GDP.DISC.KN, NY.TRF.NCTR.CD, EG.ELC.FOSL.ZS, DC.DAC.NLDL.CD, NV.IND.MANF.KD.ZG, NE.CON.TETC.KN, FI.RES.XGLD.CD, NE.EXP.GNFS.CD, NY.GDS.TOTL.CN, SP.DYN.TO65.MA.ZS, SH.DYN.MORT, EN.CO2.MANF.ZS, FR.INR.LEND, NE.CON.PETC.ZS, EN.URB.LCTY, NV.IND.TOTL.KD, NE.CON.TETC.KD, SP.DYN.CBRT.IN, TX.VAL.MANF.ZS.UN, EG.ELC.RNWX.KH, NE.CON.PETC.CD, NY.GDP.MKTP.KD, EN.URB.LCTY.UR.ZS, TX.VAL.MRCH.WL.CD, EN.ATM.CO2E.LF.KT, TM.VAL.MANF.ZS.UN, BX.PEF.TOTL.CD.WD, EN.CO2.OTHX.ZS, TM.VAL.MRCH.R4.ZS, NE.CON.GOVT.CN, NY.GNP.PCAP.KD.ZG, AG.LND.CREL.HA, IP.TMK.TOTL, NV.IND.TOTL.KN, NY.GDP.DEFL.ZS, NY.GDP.FCST.KD, EN.URB.MCTY.TL.ZS, AG.LND.ARBL.ZS, BN.TRF.CURR.CD, MS.MIL.XPRT.KD, NE.GDI.TOTL.KN, DT.ODA.ODAT.PC.ZS, EG.ELC.RNWX.ZS, NE.CON.GOVT.KD.ZG, EG.USE.CRNW.ZS, FP.WPI.TOTL, NE.CON.PRVT.KD, NY.TRF.NCTR.KN, SP.POP.TOTL, SP.RUR.TOTL, NE.CON.PETC.KN, NE.CON.PRVT.PC.KD, NE.CON.PRVT.CN, EN.ATM.CO2E.KD.GD, SP.POP.65UP.TO.ZS, NY.EXP.CAPM.KN, NE.CON.PRVT.CD, NY.TAX.NIND.CN, SP.URB.GROW, NE.CON.PRVT.PC.KD.ZG, AG.LND.ARBL.HA, NE.CON.GOVT.ZS, TM.VAL.MRCH.R1.ZS, TM.VAL.MRCH.OR.ZS, FP.CPI.TOTL, DC.DAC.JPNL.CD, EN.URB.MCTY, NV.IND.MANF.ZS, DC.DAC.CECL.CD, NE.GDI.TOTL.CD, NE.GDI.FTOT.ZS, NY.GSR.NFCY.KN, NE.CON.PRVT.KN, NE.GDI.TOTL.KD.ZG, NE.DAB.TOTL.ZS, NE.GDI.FTOT.KD, NV.AGR.TOTL.KN, NV.SRV.TETC.CN, NY.GNS.ICTR.CD, NE.GDI.STKB.CD, DC.DAC.AUTL.CD, TM.VAL.MRCH.HI.ZS, DT.ODA.ALLD.KD, SP.POP.0014.TO.ZS, NE.CON.TOTL.KN, FR.INR.RISK, FR.INR.RINR, TX.VAL.MRCH.CD.WT, AG.SRF.TOTL.K2, NE.EXP.GNFS.ZS, NE.CON.GOVT.CD, SP.DYN.TO65.FE.ZS, SP.POP.DPND.OL, SH.MED.PHYS.ZS, NY.GNP.PCAP.CN, NE.IMP.GNFS.ZS, NY.GNP.MKTP.KN, EG.ELC.NGAS.ZS, NV.AGR.TOTL.KD, TM.VAL.MRCH.R6.ZS, SP.DYN.CDRT.IN, PA.NUS.ATLS, NE.GDI.FTOT.KD.ZG, NE.DAB.TOTL.CN, NE.GDI.FTOT.CN, SH.DTH.IMRT, AG.PRD.CROP.XD, SP.ADO.TFRT, NE.CON.TETC.ZS, TX.VAL.MMTL.ZS.UN, NE.CON.TETC.KD.ZG, NV.IND.MANF.KD, SP.POP.1564.TO.ZS, SP.DYN.AMRT.MA, SP.DYN.TFRT.IN, AG.PRD.LVSK.XD, EG.ELC.PETR.ZS, TM.VAL.FOOD.ZS.UN, EG.USE.COMM.FO.ZS, NE.CON.TOTL.KD, TX.VAL.AGRI.ZS.UN, EN.ATM.CO2E.EG.ZS, NY.GNP.MKTP.CN, NY.GDP.DISC.CN, NY.GNP.MKTP.KD.ZG, EG.USE.ELEC.KH.PC, NE.DAB.TOTL.CD, SP.RUR.TOTL.ZS, NY.TAX.NIND.CD, SH.MED.BEDS.ZS, NY.GDY.TOTL.KN, AG.PRD.CREL.MT, NV.MNF.CHEM.ZS.UN, NV.IND.TOTL.KD.ZG, NE.GDI.FPRV.CN, FP.CPI.TOTL.ZG, NY.GDP.PCAP.KD, NY.GNP.PCAP.KD, NE.GDI.FTOT.CD, NE.CON.TOTL.CN, NY.GSR.NFCY.CD, NY.GDP.PCAP.CD, TX.VAL.MRCH.R6.ZS, NY.GNP.PCAP.CD, EN.ATM.CO2E.LF.ZS, NV.IND.TOTL.CD, DC.DAC.USAL.CD, NE.EXP.GNFS.KN, NV.SRV.TETC.KD.ZG, NE.GDI.TOTL.CN, NE.CON.TOTL.CD, NV.AGR.TOTL.CD, AG.YLD.CREL.KG, NE.IMP.GNFS.KN, NE.TRD.GNFS.ZS, EG.ELC.LOSS.ZS, SP.RUR.TOTL.ZG, NE.GDI.FTOT.KN, NV.AGR.TOTL.KD.ZG, DT.ODA.ODAT.GI.ZS, NY.GSR.NFCY.CN, DC.DAC.DNKL.CD, EN.ATM.CO2E.SF.KT, NE.CON.PRVT.KD.ZG, TX.VAL.MRCH.R4.ZS, NY.TAX.NIND.KN, AG.LND.TRAC.ZS, NY.GDP.FCST.KN, NE.CON.PETC.KD.ZG, NY.GNS.ICTR.ZS, NE.RSB.GNFS.CN, NV.IND.MANF.CN, DC.DAC.GBRL.CD, DC.DAC.CHEL.CD, IP.TMK.NRES, TM.VAL.MMTL.ZS.UN, FI.RES.TOTL.CD, NV.IND.MANF.KN, NE.GDI.FPRV.ZS
KGZ,,,,,,,,,,,,,,62.198,,89.9247699103998,,,,,,,52.39129177703071,,,197.223,,,,,,,,,35.515,,13.0099061522419,,,,,,,,69.0,,,,,,,,,,,,191800.0,,,,,,,886206.0,,,77.7638152707035,,,,,,,,,,,,,,,,,,,53.772,,,,,,,,,,,,,,57.882243902439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3248122565719997,,,,,,,,,,,45.38704,,,,,302889.0,,,36.496,,,,,34.1781707639082,,,,,,,,,,,,,,,,,,,,,,,,,,2495300.0,1609094.0,,,,,6.403027173240861,,,,4.278306373228039,,,,,,,,,,,,,,,,,,,,,,,,,40.9445419806252,,,,,199950.0,,,63.80358,12.1609546396963,,,,,,,,13.459,,,,,,47.9,46.3192,,,,,52.6524308461339,361.0936,5.317,92.0,,,,,,,,,,,,64.485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.80353351622733,,,,,,,,,,,,,,,,,,,,,,
CIV,921063326.2927971,,57.747929465483395,39010000.0,,128555081800.0,159800.0,0.0,,,,50366189568.0,17.6130878300437,40.635,,81.4791694488237,,,11.1632600504444,4.08805031446541,225685553200.0,,48.6057523134573,,244500000.0,416.944,4.50510558214408,,89825919000.0,227712367.546946,762.736,0.65439672801636,0.7796955659105199,39010000.0,23.007,55729.300054942694,12.734827044025199,,0.0031676004667604897,0.0,,,,,21.26,245.027184079042,,0.414848105094853,,,9.57055214723926,,,33.0078132799153,,304022862.932504,318000.0,44.1348313118343,,,,745929.9441313191,25700000.0,931709.0,,10.477453580901901,76.9239007977658,3397500000.0,,4.34989955559936,56318.0,,50000.0,,0.18834499064739801,,,188.0,406509745.334496,,3.87931034482759,0.0,,308330000.0,,38.429,,,0.0,102820694.343338,,,885121618.841875,55795720200.0,4.41717791411043,16.0638070917514,50.251572327044,38340000.0,3.76278118609407,39.5050975609756,896802316.9589009,39.8013597797274,10000.0,20000.0,,12.9716157996595,0.0,36253691900.0,70.47915112732791,,,80989585400.0,151191687200.0,,21.844553229471,,460.0,,,,0.081799591002045,0.03315649867374,3020773846500.0,,617040463.360294,,85.64323607427059,,235403000.0,5.7360742705570305,2.9061779507870495,4.02637207981199,,,,,,,,40099999.9985,330533061.890284,74493866000.0,28.65514,281.4,,,56.96203411215961,276555.0,,,54.222,3.31552207567443,,524656406.117495,4924340701.74311,29.6825510969627,301600000.0,762.736,76.1276389493833,,,4.13087934560327,22636605400.0,,618000.0,,,7.471117159647321,,6.829066530030191,5.283018867924531,,,,9.632871773660849,,,,,,,4049675.0,3117966.0,,,127883518000.0,0.154890988702306,2.51007796921976,,521915633.486392,,10.4527388452129,,1680000.0,10.0301526079251,,,6.18439524853928,,276555.0,,6540000.0,201202168.589166,,,,,88.8367399495556,,,99605938200.0,,,,86.6666666666667,308330000.0,42.3871792180854,,,,296492000.0,322460.0,35.8860300323379,92384057.2427987,33.07086,4.555268651057911,,54261.3781105891,24.722769981893602,,,,3.76278118609407,25.12,245.027184079042,,200491688000.0,,38103.0,23.44,217.7382,66.9921867200847,0.9608359375472009,,,55.1027428126948,468.29,7.639,34.85,,17.7133853631988,,,25.220729053042003,,219740946400.0,671563800.0,,,818242631.9494599,76.993,,,,478900.0,,,,0.6181925227437121,1215.98417199976,,,150520123400.0,-24261008.9257785,227.44129499103002,3.87931034482759,220.0,100.0,147957835.92854398,6000000.0,,,49300000800.0,614299690.7291911,366595728.29692,774.919,,60.6088000142315,,2.18353618964657,,,19.3884590178819,-5944606700.0,,0.0,,5.70291777188329,,2.73809523809524,,,,25193865200.0,,20000.0,,,0.8381969939567679,40099999.9985,,
VUT,,,,650000.0,,,1050.0,0.0,,,,,,50.364,,94.95391767345059,,,,5.74241181296144,,,48.7072132647544,,6746000.0,352.441,,,,,62.339,0.0,,650000.0,11.138,,5.9172272354388795,,,,,,,,70.29,89.76500008876499,,0.13863664721132402,,,0.904239549362585,,,,,,12190.0,,,,,,,8034.0,,100.0,90.1889240249736,,,,431.0,,,,0.864246995050672,,,95.9,,,,0.0,,5460000.0,,47.48,,,47.05882352941179,,,,,,,,8.61361771944217,640000.0,3.69107619329973,48.8868292682927,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,6745390.0,,,3.05316727701881,,,,,,,,,,,37.87506,137.7,,,,,,,46.339,,,,,,9021000.0,29.336,,,,,,,700.0,,,,,,0.8203445447087779,,,,9.01138206873605,,,,,,,72131.0,64097.0,,,,,2.44416409033564,,,,4.75400124024066,,10000.0,,3.69107619329973,,,,,,,,,,,,,,,,,,,95.4046842573377,5460000.0,46.26166280794661,,,,9032470.0,12190.0,,,44.32005,4.764993648476991,,,,,,,,16.193,89.7649993896484,,,,306.0,79.87,101.5624,,,,,51.2941731017177,411.473,6.836,41.6,,,,,,,,,,,,88.862,,,,350.0,,,,,,,,,,,,,47.05882352941179,,,,,,,,500.0,,,,2.84200839303559,,,,,,29.336,,,,3.0,,,,,,640000.0,,,,,,
TCA,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.049,,6.00526315789474,,,,,,,,,,,0.17528483786152502,,,,,,,,,950.0,,,,,,,2798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0526315789473701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.629042787146079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0526315789473701,,,,,,,,,,,5705.0,2907.0,,,,,,,,,0.0715051871725587,,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2987195526811202,,,,,,,,,,,,,,,,,,,,,,
TKM,,,,,,,,,,,,,,59.788,,94.2466916858203,,,,,,,50.8571091279048,,,221.986,,,,,,,,,46.993,,3.8935522311833703,,,,,,,,,,,,,,,,,,,,469930.0,,,,,,,859830.0,,,85.0076172175658,,,,,,,,,,,,,,,,,,,52.632,,,,,,,,,,,,,,56.1227317073171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3731441877565898,,,,,,,,,,,45.05221,,,,,207041.0,,,42.899,,,,,24.079294744309898,,,,,,,,,,,,,,,,,,,,,,,,,,1829697.0,969867.0,,,,,4.756361299165929,,,,3.6822186989417003,,,,,,,,,,,,,,,,,,,,,,,,,43.762710437848504,,,,,488100.0,,,59.61053,9.23907446825451,,,,,,,,14.223,,,,,,,38.4254,,,,,51.4809282629856,344.562,6.663,,,,,,,,,,,,,53.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09993253295216,,,,,,,,,,,,,,,,,,,,,,
VNM,,,,244990000.0,259000000.0,,63070.0,0.0,,,,,,65.696,,93.03654079989279,,,,1.4900611385910498,,,50.6581471556063,,126287000.0,163.598,,,,,11800.406,0.0,,244990000.0,16.064,,115.438262312206,,,,,,,,22.56,,,0.147708521850216,,,0.0,,,,,,325490.0,,,,,,11400000.0,6035887.0,,0.0,83.5498945065089,,,,133715.0,,5370000.0,,0.314057752701336,,,61.7,,,,0.0,,1495520000.0,,57.713,,,61.5599751398384,,,,,,0.0,,19.3769393836984,244370000.0,,61.60714634146339,,,90000.0,450000.0,,,0.0,,,,,,,,,,13100.0,,,,,,,,,,100.0,,174000000.0,0.0,,1.98366939859866,,,,,,,,,,,54.35532,95.0,,,,1604843.0,,,39.791,,,,,26.5883539569246,1982000.0,4176.713,,,,0.0,,,5244800.0,,,,,6.329408633629639,17.0512150910934,,,,6.52020013839357,,,,,,,37574000.0,31538113.0,,,,,4.914430783037241,,,,4.1865350008775195,,5550000.0,,,,,5860000.0,2378212.0,,,,,,,,,,,,,,,100.0,1495520000.0,43.281906215450896,,,,28000000.0,331690.0,,,69.14072,9.4866462933839,,,,,,,,10.556,,,,,87409.0,21.75,19.388,,,,,51.8036630015119,276.85,6.464,15.19,,,,,,,,,,,,83.936,,,,10016630.0,,,,,,,,,,,0.0,,35.3946550652579,,221000000.0,,,,,,1909.821,,,,1.5675530127650703,,,,,,7264.327,,0.0,,23.603603603603602,,,,,,180000.0,20000.0,,,,,
VEN,9113580696.48012,,40.8365287360367,-51700000.0,9000000.0,21439895.0,194440.0,12728.157,,,,,11.1293448979255,63.437,,96.23000453288219,,,10.8321706518131,0.654157927555127,40088364.0,,49.1074163791498,,1262800000.0,222.825,0.8585345065349691,,1966089.25,1457319887.30162,56603.812,0.0237567310738042,2.7783995172043103,-51700000.0,66.009,4.2304015668637005,10.7434442491922,38562388.0,91.0995448082283,,,,,,29.12,0.00435,8766669422.75261,0.306766755432394,3330757291.03413,,2.66075388026608,,,36.6228788982259,902316544.0,3337655621.76401,882050.0,,,,1529429200.0,1964.50064461119,,6255181.0,1294.0,22.4222826486367,91.55386747624901,,,-0.613921756806458,30080.0,,520000.0,104.0,5.97322592099938,9713372760.75813,,54.2,,10000.0,,22.486395439232997,7.42999926508415,-336480000.0,,59.712,,,0.93936252915263,987198613.5334221,,,9980503416.9372,6410386.0,0.134621476084891,,22.0441018082875,-54420000.0,,61.52907317073171,8421268578.089941,5.098463430221179,-9950000.0,,,7.072822509672281,0.0,,1.3377870749765,,,10752826.0,25406851.0,,25.7907082464128,,14180.0,3014.0,,,2.0509977827051,6.49665613287279,18616109056.0,2884668.5,5775925074.71611,,70.14771808627911,,1249350000.0,0.0404203718674212,0.993460616982418,3.71856050915955,,,,,,12.0182068958592,,430509999.96248996,2444518500.8350396,14681513.0,54.98175,72.0,,,53.4815913166224,1586838.0,,,44.847,1.6503913724865902,,4874087982.40209,58226193574.7641,25.3683786288518,2721400000.0,11224.687,79.65648507997079,,,0.031675641431739,3966956.0,,536912.0,4838.0,,0.21534233539032396,56653427311.6504,30.084310732457105,3.2957315344935094,,,4046561280.0,-5.45574174608007,,2.6716473168028503,,0.0156104465872652,14124918312.5043,,9476255.0,3221074.0,,1490.5591198742902,21710460.0,0.972136568180764,2.38298779422884,,4935597500.753679,1804862.875,5.294330086987441,5.86375457086075,2907000.0,9.895529785151618,0.760215394361736,3.2071586949635695,,,2850866.0,,,2350457008.23059,18.6021335268259,,5920595300.0,35.503694897574704,89.16782934818691,7692497934.51345,702215552.0,,,655792767.131736,-20000.0,94.1320874247703,-336480000.0,46.6564059325124,7455044100.0,,,2472320000.0,912050.0,26.822810728818997,901837092.314019,62.22523,4.676137056633281,,3.9090395942278904,15.990640077005901,,,1556507098.84191,0.30883750395945503,8.798,0.0043987501,20.2198821444315,35745924.0,7457291.0,23285.0,40.47,133.7646,63.3771211017741,5.87164970374326,,5350684457.53908,50.9606062732588,284.078,6.495,21.92,,14.324331237318098,,17466705321.3716,0.0218535861404989,,37043056.0,-270565.0,,,8126382082.9467,33.991,410312664.72719103,,,644148.0,,,,,6144.430851086639,,1695320450.2342598,25677342.0,-692312743.567769,961.72809791211,0.881899022561917,1050.0,19.830266908525502,,-45000000.0,,,10339073.0,5837417770.10701,446965434.567424,1199.727,,42.8134508058249,,0.7276475737074121,3085213184.0,8.03393836086157,-2.19957224569359,-3045310.75,,531.715,9.874470646664651,0.0330712133460719,779983296.0,48.7788097695218,17783691264.0,,,4342440.0,,20000.0,,1824.0,1.6639810086213702,832985199.95103,2170284544.0,
CAN,48882938810.2204,13.319095699700801,31.5840257885068,,728000000.0,,702080.0,34187.441,52.982456143352,,296290098747.228,10221192204.2854,6.69945668193677,75.08,10.0063097932797,70.21625171042011,,4903.60760672704,1.03310800963671,1.0392026841120798,52725530624.0,44510352424.0616,49.666862125469294,11.893090909090901,7829000000.0,104.394,7.34886813002179,,,8874461306.164421,237801.283,0.699961680929876,4.385820392502359,,72.107,2728.35863513583,2.12514199687469,,4.961415173522781,1.9797301498476698,10.418460344801801,,13.1410491300965,9.19298245612973,42.65,1.07860833275,,2.17252263906856,69439155845.2064,,4.557414740068969,292722458714.169,12.6274351035021,,,,9093510.0,,25.5073840573452,-9949772954.433908,96981137873.9065,20914.0144740726,,13934678.0,25342.0,10.1871541379096,57.119932212974206,206270000000.0,35821813363.8328,,12967.0,83.1578181818182,,1715.0,12.305370401034901,,16.1403508774055,24.0,,,,14.376474579407498,7.76223341416402,,,68.63,14.526315785123401,31.2462216080836,21.8507609986276,505013556.1941981,,-437500000.0,47808371192.8617,9572065280.0,0.47515646953633894,,7.720671115993709,,,71.7763414634146,48043751144.4612,,,,0.10981818181818198,4.7062611392625495,1.0408505875769398,,23.1553609232752,20562.3499963391,391774487701.68604,10116776960.0,,,,,577593.0,4104.0,,,3.07318942393665,3.01560654106821,404163329711.45294,,,18.114690387771002,82.05061244792641,,7402150000.0,0.200211403345147,2.59924937698214,1.8857149433613702,,,-405615372.218495,16.732363636363598,,,,1863799999.8025,9379474862.35862,,68.96111,28.2,25.131703946800197,5.75,,2305756.0,,,23.4,34.302889873414195,0.0,,301410997774.398,16.5468911445245,8041500000.0,143838.075,68.5376227306182,-124225416.973607,0.0,0.46238344616170707,8266503680.0,4.74512541272657,18664782.0,7088.0,,13.0455998226367,,32.407637774903,4.61691909944565,-19141315.949729398,252000000.0,,,0.0,5.54664304793231,4.25561065123666,16.920216553896502,,-5974773953.2345,19325000.0,5390322.0,,,,0.7889602063491771,7.69392929352754,45300144147.5217,,,3.00138305079885,,41984000.0,15.6783698185053,0.289947630604164,5.6635585643121695,14.1008956037868,,6262776.0,,,,22.0924480230794,,,,,51819308333.0672,,,,,,89.77902669561891,,33.5572737187086,,2.0008333333333304,3.07092950694112,8037050000.0,9984670.0,19.1876247432112,7664047924.820021,81.57474,13.0963194974459,1.3,2681.52010680466,18.154516733574397,397367413679.253,3.17090909090909,,1.12019414995529,7.5,1.0786080359999999,12.712896602613302,52180818944.0,11648360448.0,10990.0,38.2,50.4762,,22.737518812193198,,,58.7487969877638,191.411,3.456,49.77,1.6683636363636398,11.6162721328687,85.4201311056283,,14.3461782871787,2.5094525067939304,51820376064.0,,6.739060778366411,6468.92626131953,48377925254.0262,27.893,,,394213556757.019,28504578.0,7.15789473798944,,,1.7924630172884,15596.9468447295,15331.9585380196,10799437848.8016,,-839187665.759241,2529.5181790541,1.17266679102158,2470.0,60.4866690311339,,,55249917101.9556,,,,,1527.185,42861075092.189,37.3421414767856,8.42545454545455,-0.9420414446579229,71351078099.366,,,-905154560.0,,51961.39,,0.180314617919542,,137.574552210366,,,,544711680.0,,,,2984.0,5.060157803848179,2893026719.77319,,
EST,,,,,,,,,,,,,,73.492,,51.1030838547237,,,,,,,55.133593786138604,,,104.989,,,,,,,,,60.596,,30.1270582684595,,,,,,,,119.3,,,,,,,,,,,,42390.0,,,,,,,773863.0,,,34.5817912482134,,,,,,,,,,,,,,,,,,,65.327,,,,,,,,,,,,,,69.30992682926829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43767537202878,,,,,,,,,,,63.22971,,,,,324897.0,,,15.4,,,,,41.9837878280781,,,,,,,,,,,,,,,,,,,,,,,,,,1277086.0,503223.0,,,,,10.9337648601967,,,,2.6997677328531005,,,,,,,,,,,,,,,,,,,,,,,,,22.8862122306191,,,,,45230.0,,,81.14216,16.5212926065104,,,,,,,,10.0,1.8894937038,,,,,105.9,23.3774,,,,,66.1800229091841,235.56,1.94,128.8,,,,,,,,,,,,39.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.472627585966216,,,,,,,,,,,,,,,,,,,,,,
SWZ,64980554.033770606,,90.4362864765036,12750000.0,,16414700.0,14770.0,0.0,,,,-76184200.0,,47.378,,95.71456342466591,,,7.7561634568358695,0.174418604651163,46414700.0,123265148.22882901,52.1178853819512,,,384.478,,,17100000.0,29959988.0279888,11.001,,,12750000.0,5.876,121.32183232045999,22.2427325581395,44468600.0,,,,,-0.795232021151534,,36.11,0.7142859997142859,62256015.1224963,0.345030386198785,,,,,4.9630377780667105,45.6751848013668,,29679988.139876697,17200.0,,,453761054.85886794,,,,22480.0,,,90.3338517260431,,133831478.914089,23.107781709844698,3401.0,,,,0.0287551460497942,,,133.7,,,,0.0,,106900000.0,,43.496,,,100.0,5039997.9860168,,,,21400000.0,,,85.8720930232558,12430000.0,,45.3896585365854,55176217.9515833,38.4541001965432,,10000.0,,,,,,,,25000000.0,25214700.0,,37.9190213445309,,730.0,,,,,,,,35300565.8938939,,,,27000000.0,,,2.2692979523237797,,,,,,,,,34999986.0140056,21200000.0,32.40246,198.8,,,35.3653045263677,,,,48.187,,,22980570.816963896,,,,0.0,,,,,8800000.0,,83290.0,,,,,,7.67441860465116,,,,33.3267986669281,,,,,,,382575.0,360095.0,,,21500000.0,,2.74926485002941,1474503482.89992,30099987.9720448,1946200.0,12.361629723232602,,132000.0,18.959510672265502,,,,,,,,24639990.1538599,,,,,92.24383654316411,,,,,,,,106900000.0,46.15591714043,,,,31766000.0,17360.0,53.8622462280269,12319995.07693,40.0364,5.38071169862285,,103.016663399333,46.106082771191,,,,,19.351,0.7142859997142859,,42814700.0,,2315.0,24.47,138.7374,54.3248151986332,,,,51.0948180095406,456.96,6.782,80.68,,,,,,,39411600.0,-5085299.99999999,,,59940556.047753796,94.124,2724678.91121831,,,39795.0,,,,,,,,30300000.0,-9804336.0821873,169.850497376385,,,0.0,,,1020742428.04105,,17600000.0,42419983.0489748,23939990.4335798,477.788,1262174981.36233,99.96832899921792,,1.6717927375815502,,,51.745150547483796,-7003100.0,,11.001,,,,55.3030303030303,,,,3600000.0,,12420000.0,,,,,,
