Country, NY.GDP.MKTP.CD, NE.DAB.DEFL.ZS, TG.VAL.TOTL.GD.ZS, DT.ODA.ODAT.CD, MS.MIL.MPRT.KD, NE.CON.PETC.CN, NY.GDP.PCAP.CN, EN.ATM.CO2E.GF.KT, DC.DAC.BELL.CD, NY.GNP.MKTP.KD, NE.RSB.GNFS.KN, SM.POP.TOTL.ZS, EG.IMP.CONS.ZS, NE.CON.PETC.KD, EN.CO2.BLDG.ZS, NE.RSB.GNFS.ZS, TX.VAL.MRCH.R3.ZS, NE.EXP.GNFS.KD, SP.POP.TOTL.FE.ZS, NY.GDP.DISC.KN, TM.VAL.MRCH.WL.CD, SP.DYN.AMRT.FE, DC.DAC.KORL.CD, NE.IMP.GNFS.CD, EN.ATM.CO2E.KT, TM.VAL.MRCH.R5.ZS, EG.USE.CRNW.ZS, DT.ODA.ALLD.CD, SP.URB.TOTL.IN.ZS, EN.URB.MCTY, NY.GDP.FCST.CN, NY.GDP.FCST.CD, EG.USE.COMM.CL.ZS, EN.CO2.TRAN.ZS, DC.DAC.FRAL.CD, PA.NUS.FCRF, NE.GDI.FPRV.CN, NE.CON.GOVT.KD, TM.VAL.MRCH.RS.ZS, NE.DAB.TOTL.KD, NY.GDS.TOTL.ZS, NE.GDI.STKB.KN, NY.GDS.TOTL.CD, NY.GDP.DISC.CN, NV.SRV.TETC.ZS, NY.TTF.GNFS.KN, NE.CON.GOVT.KN, TX.VAL.MRCH.RS.ZS, DC.DAC.CHEL.CD, SP.URB.TOTL, IP.PAT.NRES, NY.GDP.PCAP.KN, NY.GDY.TOTL.KD, DT.ODA.ODAT.GN.ZS, SH.DTH.MORT, DC.DAC.DEUL.CD, EN.ATM.CO2E.KD.GD, EN.ATM.CO2E.PC, TM.VAL.MRCH.R3.ZS, SP.DYN.IMRT.IN, DC.DAC.NORL.CD, TX.VAL.MRCH.WR.ZS, EN.ATM.CO2E.GF.ZS, TX.VAL.MRCH.OR.ZS, DT.ODA.ODAT.KD, NY.GSR.NFCY.CN, SP.DYN.LE00.MA.IN, EN.ATM.CO2E.SF.ZS, NE.RSB.GNFS.CD, NV.IND.MANF.CD, NY.TRF.NCTR.CN, NE.IMP.GNFS.CN, NE.EXP.GNFS.ZS, NV.IND.TOTL.ZS, DC.DAC.TOTL.CD, TM.VAL.MRCH.WR.ZS, SP.DYN.LE00.IN, NY.GNP.MKTP.CD, NV.AGR.TOTL.ZS, DC.DAC.ITAL.CD, DC.DAC.CANL.CD, EG.ELC.NUCL.ZS, SP.DYN.TO65.FE.ZS, NV.IND.TOTL.CN, TX.VAL.MRCH.R1.ZS, NY.GNP.PCAP.KN, NE.DAB.TOTL.KN, NE.EXP.GNFS.CN, NE.CON.TETC.CN, NE.GDI.TOTL.ZS, NY.ADJ.ICTR.GN.ZS, SH.MED.BEDS.ZS, IP.TMK.RESD, IT.MLT.MAIN.P2, FR.INR.DPST, NV.SRV.TETC.KD, IP.PAT.RESD, NV.AGR.TOTL.CN, NY.GDP.MKTP.CN, NY.GDP.MKTP.KN, NE.GDI.STKB.CN, NY.GDP.PCAP.KD, EN.CO2.ETOT.ZS, TX.VAL.MRCH.HI.ZS, NV.SRV.TETC.KN, TM.VAL.MRCH.CD.WT, TX.VAL.MRCH.AL.ZS, SP.POP.GROW, NY.GDS.TOTL.KN, NY.TRF.NCTR.CD, EG.ELC.FOSL.ZS, DC.DAC.NLDL.CD, NV.IND.MANF.KN, NV.SRV.TETC.CN, FI.RES.XGLD.CD, NE.EXP.GNFS.CD, NY.GDS.TOTL.CN, SP.POP.DPND.YG, IT.NET.USER.P2, EN.CO2.MANF.ZS, FR.INR.LEND, FP.WPI.TOTL, EN.URB.LCTY, NV.IND.TOTL.KD, NE.CON.TETC.KD, SP.DYN.CBRT.IN, NE.CON.TETC.CD, EG.ELC.RNWX.KH, NE.CON.PETC.CD, IT.CEL.SETS, NY.GDP.MKTP.KD, EN.URB.LCTY.UR.ZS, TX.VAL.MRCH.WL.CD, EN.ATM.CO2E.LF.KT, EG.ELC.HYRO.ZS, EN.CO2.OTHX.ZS, TM.VAL.MRCH.R4.ZS, NE.CON.GOVT.CN, EG.ELC.NGAS.ZS, SH.DYN.MORT, IP.TMK.TOTL, EG.ELC.LOSS.ZS, NV.IND.TOTL.KN, NY.GDP.DEFL.ZS, NY.GDP.FCST.KD, EN.URB.MCTY.TL.ZS, MS.MIL.XPRT.KD, NE.GDI.TOTL.KN, DT.ODA.ODAT.PC.ZS, EG.ELC.RNWX.ZS, TX.VAL.MRCH.R5.ZS, NE.CON.PETC.ZS, NE.CON.PRVT.KD, NY.TRF.NCTR.KN, SP.POP.TOTL, SP.RUR.TOTL, NE.CON.PETC.KN, NE.CON.PRVT.PC.KD, NE.CON.PRVT.CN, SP.POP.65UP.TO.ZS, IT.CEL.SETS.P2, NY.EXP.CAPM.KN, NE.CON.PRVT.CD, NY.TAX.NIND.CN, SP.URB.GROW, NE.CON.GOVT.ZS, TM.VAL.MRCH.R1.ZS, TM.VAL.MRCH.OR.ZS, FP.CPI.TOTL, DC.DAC.JPNL.CD, SM.POP.TOTL, NV.SRV.TETC.CD, NV.IND.MANF.ZS, NE.CON.PRVT.KN, NE.GDI.FTOT.KD, BX.PEF.TOTL.CD.WD, NY.GSR.NFCY.KN, NY.GNS.ICTR.GN.ZS, NE.DAB.TOTL.ZS, FR.INR.LNDP, EG.ELC.COAL.ZS, NV.AGR.TOTL.KN, NE.CON.TETC.KN, NY.GNS.ICTR.CD, NE.GDI.STKB.CD, DC.DAC.AUTL.CD, TM.VAL.MRCH.HI.ZS, DT.ODA.ALLD.KD, SP.POP.0014.TO.ZS, NE.CON.TOTL.KN, IT.MLT.MAIN, FR.INR.RISK, TX.VAL.MRCH.CD.WT, TM.VAL.MRCH.AL.ZS, NE.CON.GOVT.CD, SP.POP.DPND, SP.POP.DPND.OL, SH.MED.PHYS.ZS, NY.GNP.PCAP.CN, NE.IMP.GNFS.ZS, NY.GNP.MKTP.KN, NV.AGR.TOTL.KD, TM.VAL.MRCH.R6.ZS, SP.DYN.CDRT.IN, PA.NUS.ATLS, NE.GDI.TOTL.KD, NE.DAB.TOTL.CN, NE.GDI.FTOT.CN, SH.DTH.IMRT, SP.ADO.TFRT, NE.CON.TETC.ZS, NE.GDI.FTOT.ZS, NV.IND.MANF.KD, SP.POP.1564.TO.ZS, SP.DYN.AMRT.MA, SP.DYN.TFRT.IN, EG.USE.PCAP.KG.OE, EG.ELC.PETR.ZS, NE.CON.TOTL.KD, DC.DAC.PRTL.CD, EN.ATM.CO2E.EG.ZS, NY.GNP.MKTP.CN, DC.DAC.SWEL.CD, BN.TRF.CURR.CD, EG.USE.ELEC.KH.PC, NE.DAB.TOTL.CD, SP.RUR.TOTL.ZS, NY.TAX.NIND.CD, NY.GDY.TOTL.KN, NY.GNS.ICTR.CN, DC.DAC.GBRL.CD, NY.GNP.PCAP.KD, NE.GDI.FTOT.CD, NE.CON.TOTL.CN, NY.GSR.NFCY.CD, NY.GDP.PCAP.CD, TX.VAL.MRCH.R6.ZS, EN.ATM.CO2E.LF.ZS, NV.IND.TOTL.CD, DC.DAC.USAL.CD, NE.EXP.GNFS.KN, NE.GDI.TOTL.CN, NE.CON.TOTL.CD, NV.AGR.TOTL.CD, NE.IMP.GNFS.KN, NE.TRD.GNFS.ZS, SP.DYN.TO65.MA.ZS, SP.RUR.TOTL.ZG, NE.GDI.FTOT.KN, NE.IMP.GNFS.KD, DT.ODA.ODAT.GI.ZS, DC.DAC.CECL.CD, DC.DAC.DNKL.CD, EN.ATM.CO2E.SF.KT, TX.VAL.MRCH.R4.ZS, NY.TAX.NIND.KN, NY.GDP.FCST.KN, EG.USE.COMM.FO.ZS, NY.GNS.ICTR.ZS, NE.RSB.GNFS.CN, NV.IND.MANF.CN, NE.GDI.TOTL.CD, IP.TMK.NRES, SP.DYN.LE00.FE.IN, FI.RES.TOTL.CD, NE.GDI.FPRV.ZS
SVN,,,,,,,,,,,,,,,,,,,52.09550796908171,,,,,,,,,,28.204,,,,,,,,,,,,,,,,,,,,,446954.0,,,,,,,,,,,,,,,,,66.1,,,,,,,,,,68.9780487804878,,,,,,75.93384,,,,,,,,,,,,,,,,,,,,,,,,,0.9018789507832571,,,,,,,,,,42.8460979826977,,,,,,,,17.6,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1584720.0,1137766.0,,,,7.778237171568461,0.0,,,,4.207159846816411,,,,,,,,,,,,,,,,,,,,,,,,27.6615497481458,,,,,,,54.894101157366,12.0480031746683,,,,,,,9.6,,,,,,30.5788,,,,64.56021308028579,,2.324,,,,,,,,,,,71.796,,,,,,,,,,,,,,,,,,,,60.68803,-0.3672388167761911,,,,,,,,,,,,,,,,72.0,,
PRY,,,,9320000.0,10000000.0,,16807.1829356798,0.0,,,,2.62813401433938,,,,,0.296537919786493,,50.7637669605559,,35622000.0,164.407,,,304.361,0.0,,9320000.0,35.569,382191.0,,,,,,123.166666666667,,,13.960473864465802,,,,,,,,,13.240418118466899,,676832.0,,1174365.06126795,1152700000.0,,6434.0,10000.0,0.280236957646904,0.159948309685733,0.8534051990343051,62.6,,0.296537919786493,0.0,,89580000.0,,61.862,0.0,,,,,,,9100000.0,0.8534051990343051,63.7937073170732,,,,,,69.5066,,,,,,,,,2.38925075531006,,0.429408701753135,,,,,31981901000.0,2234665218500.0,,570.7609411292079,,86.46304396174659,,38240000.0,0.0,2.60523123289104,,,,,,,910000.0,,,97.9767071432717,,,,,382191.0,,,41.888,,,,0.0,1086084442.80748,56.46763155406361,26978000.0,297.027,,,,,,85.3,,,,1.43117191493532,,20.084966348218,,,4.897862230282559,,0.0,,,,1902871.0,1226039.0,,,,3.19874547460127,0.0,,,,2.8896198541102303,,,,0.410927393229438,3090000.0,50010.0,,,,,,,,,,,,,,,,85.1861209364999,89580000.0,47.9059799639597,,8189.0,,28010000.0,,,104.518741119545,6.54203397627293,0.533659040927886,,,,,,8.226,,,,,4720.0,96.5818,,,,48.895274561439,217.64,6.5,,,,,,,,,,,64.431,,,,,,,,,,,97.5903614457831,,6000000.0,,,,,,,61.4694,2.4485809396636404,,,,,,0.0,0.0,,,,,,,,,65.822,1011709.19999714,
SDN,1126364161.7644,0.00994762540442662,32.4182899629913,27590000.0,9000000.0,306100.0,0.0374147602660207,0.0,,5365437603.60285,23307270.0,2.30853459110017,,4471911475.61025,,1.55532891381948,0.0550357732526142,1025394827.17361,49.8281224053298,-655492300.0,180500000.0,338.729,,146467547.807201,1360.457,12.3545706371191,,27590000.0,10.746,346586.0,364400.0,1046524988.64596,,,,0.000348199999,,625582735.308021,38.5041551246537,5221432854.75451,12.2386537480877,,137851809.70089498,6500.0,38.748627881448996,69900078.0392158,305159700.0,11.777655476059401,,808900.0,,372.49108847570096,3401800000.0,2.4370466698148197,57994.0,3860000.0,0.255492986676978,0.12978371368493,0.0,107.4,,0.935608145294441,0.0,23.445239405613602,212950000.0,2100.0,46.793,2.42587601078167,17518667.4828221,50258472.2867848,,51000.0,14.558898521162698,13.529088913282099,27270000.0,2.54847645429363,48.187634146341495,1132107987.1686,55.351262349067,180000.0,,,44.54148,49300.0,,374.504976175924,3881328300.0,57100.0,344200.0,10.683324834268198,,1.0065009593963599,,0.149968205598721,,,,201700.0,392200.0,3904635600.0,,507.973684025297,,63.841496973032505,,183062000.0,9.19097413318657,2.8756995563700096,-187879136.0,,,,,141200.0,166600000.0,163986215.290024,48000.0,86.47692891836891,,,,,346586.0,,4914595278.7413,46.403,988512352.063505,,879092478.113419,0.0,5324831094.953071,42.8465817777228,181700000.0,1272.449,,,13.684210526315802,38100.0,,178.4,,,,0.0100444712433601,5212136301.78195,4.60429494716006,,198183500.0,2.63200723034041,,10.4017611447441,78.0469148393677,5139837224.57385,,7527450.0,6718550.0,3591425000.0,490.325796950024,299600.0,3.24249247753223,0.0,872482178.039216,860425045.5497559,,7.32847805383906,9.714431412544618,,,0.00127555749941633,,241992.0,405514073.536801,4.802414928649839,4033477400.0,,,,,98.44467108618049,,,,3683144800.0,,,,58.9473684210526,212950000.0,44.870387714299,4458662900.0,17339.0,,182086000.0,9.19667590027701,109419873.950086,92.7260568127673,6.24912789439848,0.0295177027583122,0.0376055545560055,13.003569607343199,3925746165.73427,,2.54847645429363,17.514,0.000348199999,258704587.80088902,386100.0,,35592.0,147.4322,87.76134625191229,,,51.88711980816879,392.68,6.691,,,6048697892.256479,,,394200.0,,,,1108845494.28158,89.254,,3974535678.0392203,,7230000.0,511.847429018595,,337700.0,6031016.67441418,107.45192525408599,0.935608145294441,93.5309973045822,141585296.213628,16000000.0,802582100.0,41900.0,969844919.499842,579264792.013971,779274800.0,27.5624681285059,38.99223,2.35272441624987,,921996586.97506,22.928014253961802,,,33.003,7.319757842597691,,3814062600.0,,,6100.0,17500.0,120333142.218073,,49.652,166600000.0,
FRA,62651474946.6007,10.1201403148371,20.9870717508358,,421000000.0,,1007.27106926895,5691.184,,530699526953.188,2031663496.4881399,7.49176580620122,42.823201864372294,,24.2247466994166,1.82711016681202,2.2347269236969,36895387058.2718,51.361037798639,,6154300000.0,115.043,,7874771893.324559,271218.654,0.900183611458655,0.0,,61.88,10058209.0,,,4.4865473132040306,13.662879950875,,4.937060003937059,,124871778988.44,9.94914125083275,524146541628.18604,,,,,,2533091169.07294,108996344045.55,12.1891531484005,,28968650.0,,9808.99110875504,352270000000.0,,24335.0,,0.5154697249030349,5.79350794502963,2.02135092536925,23.7,,,2.09837484113464,36.819507334300496,,400580608.0,66.6,66.7315648576296,1144711468.40703,13799244448.8441,-790088256.0,5926946304.0,14.3962825606565,,,,69.86829268292679,63183701957.1205,,,,0.19451364926257997,80.21282,14059000000.0,2.08818745329054,9893.543411115508,457434957854.58704,6788513280.0,,,,,16874.0,4.800385744521059,,,,4960000000.0,47154626560.0,459200434496.151,,11239.2787881373,25.318544673012,50.991339517299004,,6282280000.0,22.552424495537895,1.2296100371265402,,-1049742054.7568699,45.332338560332495,,49709171500.0,,630909999.79809,9019483361.731579,,42.2635690195879,,35.8727356463003,3.879999999,,7410735.0,103664318017.152,,18.7,,0.0,,0.0,526158260896.93,25.5819135513736,6824100000.0,77469.042,54.4731477904049,0.9172551427694219,16.3040475764912,7866382848.0,5.31581822299791,28.5,19504.0,9.12482180684528,89524359900.0,10.268854952574099,,21.4853635230667,1133000000.0,,,0.0,1.01405313521197,,,3554359819.42204,46814237.0,17845587.0,,,,11.5879581383901,0.0,33869548718.0403,,,2.42450305343692,16.682101888752598,1.4818907105601,30.404757649123397,10.372747284749401,,3507213.0,,,,,,2379450747.97775,,,,36.4686446661959,13157745800.0,,,,,59.6461011000439,,26.265392793861103,,2193711.0,,6866430000.0,19.8576604975383,10451582885.3982,60.909719291057606,18.6461502714698,,1015.82788090725,12.5691723938445,463158686017.75,16199263308.2786,9.13345140795866,11.4,0.752649903297424,,46293059584.0,,20491.0,33.9466,,,63330853864.7886,62.146649067748896,216.849,2.85,1692.2617792531798,3.5478756711387,,,3.42352939483535,47555207168.0,,,1456.6936122445002,61506763478.1937,38.12,,461733525665.224,,,11336.284877465501,,,532227010.51979405,1338.29960630568,7.77391890505708,28.5633162975582,18679335423.2908,,31336457548.9674,,,6590049342.02451,29570980907.4038,26.965454954501098,65.21028,-0.680158518697619,,34883667789.5273,,,,180988.452,22.747321991178303,,,95.5201806206624,,861566976.0,10386000000.0,,2630.0,73.3,2300193999.7512,
BFA,330442815.284328,,4.5322698231806,200000.0,,76996912300.0,16777.4026456472,0.0,,,,1.30335902309469,,,,-10.9774391652808,,,49.102570128824304,,,463.647,,52340174.525549896,44.004,,,200000.0,4.7,59126.0,78320344300.0,319420509.844346,,,,245.195101398359,,,,,-2.4575003305606202,,-8120633.27792619,5584733400.0,39.5864595299028,,,100.0,,226977.0,,89447.2395016163,,0.0597202676003593,73167.0,,0.0479871372396781,0.009111896549617741,,161.3,,,0.0,,1600000.0,1091575800.0,33.454,0.0,-36274159.0238781,37226998.2065029,,12833554400.0,4.86196544713728,20.6010138798637,,,34.4779024390244,334894681.548273,39.8125265902336,,,,26.68411,16134785000.0,,,,3939308300.0,83014099100.0,8.51993883472013,,0.5237581133842469,,,,,,31181307900.0,81022959600.0,431966748700.0,,189.88206160553298,,,,10666300.0,,1.35952220360646,,,,,,31004251400.0,,16066015.501671698,-1991139500.0,73.3299966339023,,,,,59126.0,,,47.24,338563448.562254,,314023044.754496,0.0,916995731.173048,26.049335395216303,100000.0,44.004,,,,6017186800.0,,347.6,,,,18.7567584412082,,1.22432050584651,,,0.0414139466849275,,,95.0309797125703,,,4829291.0,4602314.0,,,71412178900.0,2.33046631482759,0.0,,291246352.36484396,2702615300.0,3.3797186832502,7.42652061799036,,,10.7133005080714,,62943.0,126447270.85974099,11.6545422285637,,,,,,110.97743916528098,,,,,,,,,1600000.0,41.320641063046295,,,,4310260.0,,24540403.8077584,77.46577678215759,4.135780148255289,0.0110151190310717,17003.4349555659,15.839404612418,,,,28.562,245.195101398359,,89917205700.0,,33265.0,184.6466,102.457500330561,,,56.3488926221261,543.058,6.291,,,,,,82114535400.0,,,,366716974.308206,95.3,11022305.439981699,,,,,,77429365800.0,4451866.26394529,68.4247056730124,,100.0,65803863.568165004,,,6903106600.0,315786756.58044,127169375.41644,,20.701370059555302,21.44686,1.2609383682103898,,,0.710390598338316,10000.0,,0.0,,,,,,-8894246100.0,9127877600.0,28153525.745952003,,35.553,,
CMR,618740961.944997,,29.252952549162302,380000.0,,,28089.910464998902,0.0,,,15001384960.0,3.27211325022144,,3193618215.16641,,,0.0,542354819.398813,50.8426115951398,56825110500.0,84100000.0,406.594,,,271.358,0.0,,380000.0,13.937,228067.0,412067987500.0,1692980099.01618,,,,245.195101398359,,233280071.34104198,15.1010701545779,3787885313.90992,,,,,,,104249270300.0,6.39834881320949,,747214.0,,337032.69531819,,,61640.0,10000.0,0.0718159857318329,0.0506135841847797,0.0,166.9,,0.6191950464396291,0.0,2.1671826625387,3500000.0,,40.234,1.35135135135135,,,,,,,320000.0,0.7134363852556479,41.523756097561005,,,,,,35.25308,,0.0,,1791954583600.0,,,,,2.00226593017578,,,,,,,150600319000.0,1806955970600.0,,704.767659581743,,90.8152734778122,,84000000.0,2.1671826625387,2.0208352406084997,,,,,,,19240000.0,,,70.985252064496,,,,,152612.0,,3438795418.47827,42.818,,,,0.0,3778518072.74879,20.424135522086,96900000.0,267.691,,,3.56718192627824,,,281.6,,,,8.33447640398195,,4.2538964409636595,,173422739500.0,0.0708774459946502,,0.0,,3075054911.70465,,5361367.0,4614153.0,1513651897700.0,573.557995881396,,3.58587651246408,0.0,,,,5.9426971081381605,,0.951248513674197,4.51843043995244,,,175430.0,,,1457457463300.0,,,,,,,,,1618531844100.0,,,,79.667063020214,3500000.0,40.0267319883157,1545462480900.0,,,97000000.0,3.56718192627824,,77.3446108096397,6.3593587451437,0.0337990932166576,,,,,0.7134363852556479,22.324,243.398010253906,367924522.100086,,,36527.0,171.3492,,,,56.38739149922029,462.007,5.647,,,3283549420.54738,,,,,,,,86.063,,,,290000.0,,,,,115.407313460354,0.6191950464396291,98.64864864864859,,,266474569700.0,,,,251473182700.0,,30.23161,1.39995477265533,,551722060.55994,,20000.0,,3.667,2.1671826625387,,,,,,,,,42.878,19240000.0,
GUM,,,,,,,,,,,,46.449708574938896,,,,,,,41.499228360378204,,,218.225,,,,,,,50.147,,,,,,,,,,,,,,,,,,,,,33469.0,,,,,,,,,,,,,,,,,59.12,,,,,,,,,,61.2263414634146,,,,,,64.11968,,,,,,,,,,,3.96158283513882,,,,,,,,,,,,,,1.6893212472203,,,,,,,,,,68.60745839326071,,,,,,,,37.601,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,66741.0,33272.0,,,,1.63617566413449,0.0,,,,3.5800115741883998,,,,,,31001.0,,,,,,,,,,,,,,,,,,40.0248722674218,,2644.0,,,,,71.4120608177522,2.8046024244914705,,,,,,,8.019,,,,,,103.7064,,,,58.338952068443696,281.007,6.052,,,,,,,,,,,49.853,,,,,,,,,,,,,,,,,,,,55.23474,-0.177169242925678,,,,,,,,,,,,,,,,63.438,,
TJK,,,,,,,,,,,,,,,,,,,51.226311569329006,,,173.372,,,,,,,33.168,,,,,,,,,,,,,,,,,,,,,684599.0,,,,,,,,,,,,,,,,,53.795,,,,,,,,,,56.1535365853659,,,,,,60.56788,,,,,,,,,,,,,,,,,,,,,,,,,3.37486155502708,,,,,,,,,,69.6166916390675,,,,,239983.0,,,46.942,,,,0.0,,35.054535574840195,,,,,,,,,,,,,,,,,,,,,,,2064035.0,1379436.0,,,,4.84328027383257,0.0,,,,4.55760780619905,,,,,,,,,,,,,,,,,,,,,,,,39.055684617751105,,,,,,,78.2498305187207,8.63313887965318,,,,,,,15.101,,,,,,63.5492,,,,56.1010351084163,224.269,6.235,,,,,,,,,,,66.832,,,,,,,,,,,,,,,,,,,,52.09794,2.79303106804537,,,,,,,,,,,,,,,,58.63,,
ISR,2887222178.4523396,,24.688089656546197,105260000.0,378000000.0,353800.0,0.245834949527441,0.0,,,,56.0814467223584,,,,0.788916682701559,0.97856477166822,,49.294867531368894,,496100000.0,120.0,,321111106.243111,6468.588,0.0403144527313042,,105260000.0,76.848,992763.0,,,,,2000000.0,0.000179999605382631,,,12.7998387421891,,19.896093900327102,,574444435.735947,40800.000000000095,,,,13.932898415657,,1624582.0,,25584.5533927774,,3.66475827606013,,62590000.0,0.593214132221104,3.05985184624554,0.48377343277565005,,,,0.0,10.997204100652402,992650000.0,-2600.0,,1.8707482993197302,22777777.4324698,,,57800.0,11.9107177217626,,105060000.0,,,2872222178.67973,,60000.0,,,78.25603,,0.37278657968313106,,,61900.0,416300.0,19.1071772176256,27.220268939394398,6.73793745040894,290.0,3.1011665201677996,,,,,519700.0,54086257563.3992,,5158.0899375894605,,75.0698974836906,,496200000.0,,3.7467225442351904,,,,,,,213049999.99375,343888883.675581,103400.0,61.9283140990413,,,,,738158.0,,,26.9,2312777742.7163897,,1965555525.7580101,,10904305289.8629,45.4367954341486,214600000.0,5944.207,,,0.0403144527313042,62500.0,,,1986.0,,,0.000960872545841824,,46.960908600675495,,,49.791392702055795,,0.0465983224603914,68.0777371560516,,,2114020.0,489438.0,,,313000.0,4.66297046113888,,,1738888862.52758,,5.35622957745189,12.026168943621302,0.141100584559565,5.20056440233824,0.000894070049131706,,1185573.0,,,,,0.0,,30.0967119598213,99.21108331729842,,,,,864444435.9633441,,,81.9995968554727,992650000.0,36.4609446138579,,64811.0,,216600000.0,,347222216.958382,69.84827887634461,7.9199647773032105,2.4716176986694305,0.244557761989007,11.121801039061001,,,2.5599677484378196,5.7,0.000180000002728775,,515600.0,127300.0,,52.2602,80.10390609967291,24.4949009043679,,58.8760849250033,145.742639383977,3.866,,,,,,517000.0,,305000000.0,,2864444401.01987,23.152,,,155600.00083227598,-590000.0,,707222211.5008321,371200.0,-14444444.225468699,1365.7496988923199,4.38024231127679,91.8934240362812,,41000000.0,,99300.0,2062222190.95922,,,23.032518760823496,72.43785,-1.41726061765549,,,19.08036282702,,,121.011,,,,,29.940350362185196,4100.0,,551666658.3034769,1696.0,,213156799.993747,
FIN,5224102195.52771,6.761304999805679,39.2949816670391,,54000000.0,,634.729431822132,0.0,,46398120109.4596,-927150505.439835,0.7243036332121341,45.6199010696797,,15.059817030260401,-1.1310345813446,3.6838376682522003,5784756077.1302395,51.8396795830824,,1053900000.0,117.059,,1161879537.3761,15104.373,0.170794192997438,49.4227317781542,,55.29,448192.0,,,4.65626861828224,20.2674173117523,,3.2000000022000004,,10234199307.4127,20.248600436474103,47552246265.9518,,,,,,963605254.208148,9859814747.44146,20.6861653678777,,2449145.0,,9208.02089278548,32730000000.0,,2363.0,,0.32540835979780497,3.40984672774319,2.26776734035487,21.9,,,0.0,8.44044125088554,,-817664.0,65.41,48.118475358096596,-59086402.3962006,,900000.0,625325184.0,21.1097159608398,,,,68.819756097561,5222582942.674379,,,,0.0,79.1378,,1.0120433154539001,9205.29080566647,42054299518.8313,593524800.0,,,,,1011.0,9.66729026135901,,,,,2811619072.0,40788162419.3929,,10478.6697239798,9.28923293455313,70.87339338123671,,1064060000.0,1.3561380427082301,0.7806656029827059,,1672236.47854631,31.551423590935503,,,,226569999.98573,1102793134.9799,,48.8103850464146,,48.9092188599578,,10.947237936696,448192.0,,,18.5,,0.0,,0.0,46416671684.1117,18.299937325066498,988100000.0,7209.322,61.2318419523533,6.54468684025334,1.2904450137584198,342691936.0,0.0,26.8,2432.0,8.4718187100523,,6.89322319326453,,10.118036840064,60000000.0,,,0.0,0.678069021354114,,,-10684080.657793598,4429634.0,1980489.0,,,,7.31188101379884,0.0,5646477505.86685,,,3.02305192726039,12.188419811657901,0.6736882057121171,5.5128570073062,7.90789981408869,,32084.0,,,,14620414055.3117,,-10687829.4989627,,,,22.463683904706603,,,,,,74.2385425562197,,30.402069600029602,,428283.0,,988750000.0,0.389031217383053,636735506.980954,60.5495961644686,11.739211118053902,,634.544842305256,22.2407505421844,40776069132.6676,,0.4839168801594079,9.0,0.53820139169693,,2843419456.0,813982464.0,1955.0,29.014,,28.9506666143428,,62.2860493861716,254.022,2.72,2196.95306655132,9.08773968622894,,,1.55207991452262,2810801408.0,,,1873.29246614957,5283188597.92391,44.71,,41751767673.601,,,10474.4816636001,1512412410.21979,,-1519252.85332677,1179.3530109999401,0.789393786054043,47.7300315610585,,,4682872251.6587,,,,5949009351.09712,43.35046650302421,60.57377,-1.9245677674155302,12909504487.8319,6920330658.97034,,,,7267.994,1.4775832405627,,,45.2459683808519,,-31800384.0,,,1421.0,72.4,268364399.98455602,
