Country, NY.GDP.MKTP.CD, NE.DAB.DEFL.ZS, TG.VAL.TOTL.GD.ZS, DT.ODA.ODAT.CD, MS.MIL.MPRT.KD, NE.CON.PETC.CN, AG.LND.AGRI.K2, EN.ATM.CO2E.GF.KT, NV.MNF.OTHR.ZS.UN, DC.DAC.BELL.CD, NY.GNP.MKTP.KD, NE.RSB.GNFS.KN, NY.GDP.MKTP.KD.ZG, SP.DYN.LE00.FE.IN, EG.IMP.CONS.ZS, SP.POP.DPND, NE.CON.PETC.KD, EN.CO2.BLDG.ZS, NE.RSB.GNFS.ZS, AG.LND.CROP.ZS, NY.GDP.MKTP.CN, NE.EXP.GNFS.KD, SP.POP.TOTL.FE.ZS, EG.ELC.COAL.ZS, TM.VAL.MRCH.WL.CD, SP.DYN.AMRT.FE, TM.VAL.FUEL.ZS.UN, DC.DAC.KORL.CD, NV.AGR.TOTL.CN, NE.IMP.GNFS.CD, EN.ATM.CO2E.KT, TM.VAL.MRCH.R5.ZS, TM.VAL.AGRI.ZS.UN, DT.ODA.ALLD.CD, SP.URB.TOTL.IN.ZS, NY.GDP.PCAP.CN, EN.POP.DNST, NY.GDP.FCST.CN, TX.VAL.FUEL.ZS.UN, NY.GDP.FCST.CD, EG.USE.COMM.CL.ZS, FR.INR.LNDP, NE.IMP.GNFS.KD.ZG, NV.MNF.TXTL.ZS.UN, AG.PRD.FOOD.XD, PA.NUS.FCRF, NE.GDI.FPRV.CN, AG.LND.ARBL.HA.PC, NE.CON.GOVT.KD, NY.GNS.ICTR.GN.ZS, TM.VAL.MRCH.RS.ZS, NE.DAB.TOTL.KD, NE.EXP.GNFS.KD.ZG, NY.GDS.TOTL.ZS, NE.GDI.STKB.KN, NY.GDS.TOTL.CD, AG.LND.TOTL.K2, NV.SRV.TETC.ZS, EN.CO2.TRAN.ZS, NY.TTF.GNFS.KN, NE.CON.GOVT.KN, NY.GDP.PCAP.KN, DC.DAC.FRAL.CD, SP.URB.TOTL, IP.PAT.NRES, TX.VAL.MRCH.RS.ZS, SP.POP.DPND.YG, NY.GDY.TOTL.KD, NE.IMP.GNFS.KD, DT.ODA.ODAT.GN.ZS, SH.DTH.MORT, TX.VAL.MRCH.R1.ZS, DC.DAC.DEUL.CD, IP.PAT.RESD, EN.ATM.CO2E.PC, NE.GDI.TOTL.KD, NV.MNF.FBTO.ZS.UN, SP.DYN.IMRT.IN, NV.SRV.TETC.CD, DC.DAC.NORL.CD, TX.VAL.MRCH.WR.ZS, EN.ATM.CO2E.GF.ZS, TX.VAL.MRCH.OR.ZS, DT.ODA.ODAT.KD, DC.DAC.SWEL.CD, SP.DYN.LE00.MA.IN, NV.MNF.MTRN.ZS.UN, EN.ATM.CO2E.SF.ZS, NE.RSB.GNFS.CD, NV.IND.MANF.CD, NY.TRF.NCTR.CN, NY.GNP.ATLS.CD, NE.IMP.GNFS.CN, TM.VAL.MRCH.AL.ZS, NV.IND.TOTL.ZS, AG.LND.AGRI.ZS, DC.DAC.TOTL.CD, TM.VAL.MRCH.WR.ZS, SP.DYN.LE00.IN, NY.GNP.MKTP.CD, NV.AGR.TOTL.ZS, DC.DAC.ITAL.CD, DC.DAC.CANL.CD, EG.ELC.NUCL.ZS, NY.GDP.PCAP.KD.ZG, TX.VAL.MRCH.R5.ZS, NV.IND.TOTL.CN, TX.VAL.FOOD.ZS.UN, NY.GNP.PCAP.KN, NE.DAB.TOTL.KN, NE.EXP.GNFS.CN, NE.CON.TETC.CN, NY.GNS.ICTR.CN, NE.GDI.TOTL.ZS, NY.ADJ.ICTR.GN.ZS, AG.AGR.TRAC.NO, IP.TMK.RESD, FR.INR.DPST, NV.SRV.TETC.KD, TM.VAL.MRCH.R3.ZS, TX.VAL.MRCH.R3.ZS, NY.GDP.MKTP.KN, NE.GDI.STKB.CN, NE.CON.TETC.CD, EN.CO2.ETOT.ZS, TX.VAL.MRCH.HI.ZS, NV.SRV.TETC.KN, TM.VAL.MRCH.CD.WT, TX.VAL.MRCH.AL.ZS, NY.GDP.DEFL.KD.ZG, SP.POP.GROW, NY.GDS.TOTL.KN, NY.GDP.DISC.KN, NY.TRF.NCTR.CD, EG.ELC.FOSL.ZS, DC.DAC.NLDL.CD, NV.IND.MANF.KD.ZG, NE.CON.TETC.KN, FI.RES.XGLD.CD, NE.EXP.GNFS.CD, NY.GDS.TOTL.CN, SP.DYN.TO65.MA.ZS, SH.DYN.MORT, EN.CO2.MANF.ZS, FR.INR.LEND, NE.CON.PETC.ZS, EN.URB.LCTY, NV.IND.TOTL.KD, NE.CON.TETC.KD, SP.DYN.CBRT.IN, TX.VAL.MANF.ZS.UN, EG.ELC.RNWX.KH, NE.CON.PETC.CD, NY.GDP.MKTP.KD, EN.URB.LCTY.UR.ZS, TX.VAL.MRCH.WL.CD, EN.ATM.CO2E.LF.KT, TM.VAL.MANF.ZS.UN, BX.PEF.TOTL.CD.WD, EN.CO2.OTHX.ZS, TM.VAL.MRCH.R4.ZS, NE.CON.GOVT.CN, NY.GNP.PCAP.KD.ZG, AG.LND.CREL.HA, IP.TMK.TOTL, NV.IND.TOTL.KN, NY.GDP.DEFL.ZS, NY.GDP.FCST.KD, EN.URB.MCTY.TL.ZS, AG.LND.ARBL.ZS, BN.TRF.CURR.CD, MS.MIL.XPRT.KD, NE.GDI.TOTL.KN, DT.ODA.ODAT.PC.ZS, EG.ELC.RNWX.ZS, NE.CON.GOVT.KD.ZG, EG.USE.CRNW.ZS, FP.WPI.TOTL, NE.CON.PRVT.KD, NY.TRF.NCTR.KN, SP.POP.TOTL, SP.RUR.TOTL, NE.CON.PETC.KN, NE.CON.PRVT.PC.KD, NE.CON.PRVT.CN, EN.ATM.CO2E.KD.GD, SP.POP.65UP.TO.ZS, NY.EXP.CAPM.KN, NE.CON.PRVT.CD, NY.TAX.NIND.CN, SP.URB.GROW, NE.CON.PRVT.PC.KD.ZG, AG.LND.ARBL.HA, NE.CON.GOVT.ZS, TM.VAL.MRCH.R1.ZS, TM.VAL.MRCH.OR.ZS, FP.CPI.TOTL, DC.DAC.JPNL.CD, EN.URB.MCTY, NV.IND.MANF.ZS, DC.DAC.CECL.CD, NE.GDI.TOTL.CD, NE.GDI.FTOT.ZS, NY.GSR.NFCY.KN, NE.CON.PRVT.KN, NE.GDI.TOTL.KD.ZG, NE.DAB.TOTL.ZS, NE.GDI.FTOT.KD, NV.AGR.TOTL.KN, NV.SRV.TETC.CN, NY.GNS.ICTR.CD, NE.GDI.STKB.CD, DC.DAC.AUTL.CD, TM.VAL.MRCH.HI.ZS, DT.ODA.ALLD.KD, SP.POP.0014.TO.ZS, NE.CON.TOTL.KN, FR.INR.RISK, FR.INR.RINR, TX.VAL.MRCH.CD.WT, AG.SRF.TOTL.K2, NE.EXP.GNFS.ZS, NE.CON.GOVT.CD, SP.DYN.TO65.FE.ZS, SP.POP.DPND.OL, SH.MED.PHYS.ZS, NY.GNP.PCAP.CN, NE.IMP.GNFS.ZS, NY.GNP.MKTP.KN, EG.ELC.NGAS.ZS, NV.AGR.TOTL.KD, TM.VAL.MRCH.R6.ZS, SP.DYN.CDRT.IN, PA.NUS.ATLS, NE.GDI.FTOT.KD.ZG, NE.DAB.TOTL.CN, NE.GDI.FTOT.CN, SH.DTH.IMRT, AG.PRD.CROP.XD, SP.ADO.TFRT, NE.CON.TETC.ZS, TX.VAL.MMTL.ZS.UN, NE.CON.TETC.KD.ZG, NV.IND.MANF.KD, SP.POP.1564.TO.ZS, SP.DYN.AMRT.MA, SP.DYN.TFRT.IN, AG.PRD.LVSK.XD, EG.ELC.PETR.ZS, TM.VAL.FOOD.ZS.UN, EG.USE.COMM.FO.ZS, NE.CON.TOTL.KD, TX.VAL.AGRI.ZS.UN, EN.ATM.CO2E.EG.ZS, NY.GNP.MKTP.CN, NY.GDP.DISC.CN, NY.GNP.MKTP.KD.ZG, EG.USE.ELEC.KH.PC, NE.DAB.TOTL.CD, SP.RUR.TOTL.ZS, NY.TAX.NIND.CD, SH.MED.BEDS.ZS, NY.GDY.TOTL.KN, AG.PRD.CREL.MT, NV.MNF.CHEM.ZS.UN, NV.IND.TOTL.KD.ZG, FP.CPI.TOTL.ZG, NY.GDP.PCAP.KD, NY.GNP.PCAP.KD, NE.GDI.FTOT.CD, NE.CON.TOTL.CN, NY.GSR.NFCY.CD, NY.GDP.PCAP.CD, TX.VAL.MRCH.R6.ZS, NY.GNP.PCAP.CD, EN.ATM.CO2E.LF.ZS, NV.IND.TOTL.CD, DC.DAC.USAL.CD, NE.EXP.GNFS.KN, NV.SRV.TETC.KD.ZG, NE.GDI.TOTL.CN, NE.CON.TOTL.CD, NV.AGR.TOTL.CD, AG.YLD.CREL.KG, NE.IMP.GNFS.KN, NE.TRD.GNFS.ZS, EG.ELC.LOSS.ZS, SP.RUR.TOTL.ZG, NE.GDI.FTOT.KN, NV.AGR.TOTL.KD.ZG, DT.ODA.ODAT.GI.ZS, NY.GSR.NFCY.CN, EG.ELC.HYRO.ZS, EG.USE.PCAP.KG.OE, DC.DAC.DNKL.CD, EN.ATM.CO2E.SF.KT, NE.CON.PRVT.KD.ZG, TX.VAL.MRCH.R4.ZS, NY.TAX.NIND.KN, AG.LND.TRAC.ZS, NY.GDP.FCST.KN, NE.CON.PETC.KD.ZG, NY.GNS.ICTR.ZS, NE.RSB.GNFS.CN, NV.IND.MANF.CN, DC.DAC.GBRL.CD, DC.DAC.CHEL.CD, IP.TMK.NRES, TM.VAL.MMTL.ZS.UN, FI.RES.TOTL.CD, NV.IND.MANF.KN, NE.GDI.FPRV.ZS
SLV,,,,13220000.0,0.0,,12580.0,0.0,10.390796201607,,,,,54.192,,95.8729375241522,,,,7.9136690647482,,,50.5414828483182,,151500000.0,256.843,8.25367657093433,,,,1125.769,0.0,1.5161596713138799,13220000.0,38.712,,144.646762589928,,3.1217527191772203,,,,,36.9247626004383,39.71,2.5000000015,,0.16180988333441101,,,4.35643564356436,,,,,,20850.0,,,,,,,1167509.0,,1.49350649350649,89.40972842376671,4830400000.0,,,23577.0,,10000.0,,0.373279816703886,,47.087289992695396,119.4,,,19.870129870129897,0.0,,80160000.0,,49.567,0.81263696128561,0.0,,,,,,0.0,,60.3357314148681,11050000.0,21.518151815181497,51.8230975609756,,,,,,,0.0,,60.0942578242649,,,,,,,,1700.0,,,,21.518151815181497,19.870129870129897,,,,,78.6363636363636,,151760000.0,0.0,,2.96211971506627,,,,,,,,26599999.995,,,43.64251,176.0,,,,358616.0,,,46.472,12.0602832456869,,,,30.716337090335102,154000000.0,1085.432,72.64058919855721,,,0.0,,,277880.0,,,,,11.890904328248599,23.405275779376502,,,,4.3834562657395795,,,,,,,3015885.0,1848376.0,,,,,3.2996947827917897,,,,3.2155796058632498,,488000.0,,,,1.91245805888174,40000.0,358616.0,,,,,,,,,,,,,,,74.1254125412541,80160000.0,45.6468001929782,,,,153800000.0,21040.0,,,52.34017,6.46320910038546,,,,,,,,15.693,1.0,,,,16302.0,73.0,143.8154,,0.0801088654130179,,,51.053505024230006,336.565,6.645,33.28,,16.4360396246187,,,24.641811341005397,,,,,,,61.288,,,,319014.0,4.7845142439737005,,1.56900416258927,,,,,,,,,96.4169381107492,,11000000.0,,,,,,1148.028,,,,2.8023546123088803,,,,,,,,0.0,,0.0,,34.8360655737705,,,,,,,,,1.07956718876646,44455719.994490996,,
NAM,,,,,,,386420.0,,,,,,,50.867,,84.8862894652085,,,,0.00121463882714475,,,50.642855821468004,,,347.636,,,,,,,,,19.17,,0.7878973387263299,,,,,,,,69.8,0.715287185250261,,0.988178852664229,,,,,,,,,823290.0,,,,,,,124350.0,,,78.14118404888741,,,,,,,,,,,,,,,,,,,46.609,,,,,,,,,,46.936073558527404,,,48.68607317073171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49910377963871,,,,,,,,,,,36.64453,,,,,42163.0,,,42.227,,,,,33.9067149175714,,,,,,,,,88450.0,,,,,,0.778583488199784,,,,,,,,,,,648668.0,524318.0,,,,,3.6482453273477407,,,,4.7250939251442095,,641000.0,,,,,,,,,,,,,,,,,,,,,,,42.264455777069294,,,,,824290.0,,,44.96556,6.7451054163210795,,,,,,,,17.177,0.715287185250261,,,,,32.32,130.9932,,,,,54.087298895583,421.26,6.199,83.12,,,,,,,,,,,,80.83,,,,37208.0,,,,,,,,,,,,,,,,,,,,420.667,,,,1.97836695152526,,,,,,,,,,,,,,,,,,,,,,,,
UKR,,,,,,,,,,,,,,72.41,,53.5892616974833,,,,,0.0,,55.097549452368604,,,111.623,,,,,,,,,49.046,0.0,76.4406610856995,,,,,,,,,,,,,,,,,,,,579350.0,,,,,,,21720461.0,,,41.856906330655704,,,,,,,,,,,,,,,,,,,66.646,,,,,,,,,,,,,69.4577073170732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2186798634708502,,,,,,,,,,,66.10966,,,,,1293706.0,,,17.615,,,,,5.9561627168042195,,,,,,,,,,,,,,6.968618023024349,,,,,,,,,,,,44285897.0,22565436.0,,,,,7.638786225782,,,,2.7638079700502503,,,,,,,,3086115.0,,,,,,,,,,,,,,,,,27.252495303414502,,,,,603560.0,,,79.6962,11.7323553668276,,0.0,,,,,,8.11,,,,,,,29.1688,,,,,65.1087184708035,211.455,2.06,,,,,,,,0.0,,,,,50.954,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.246374398590157,,,,0.0,,,,,,,,,,,,,,,,,,,,
SMR,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.206,,276.933333333333,,,,,,,,,,,0.0601829561868079,,,,,,,,,60.0,,,,,,,8675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5540046669551604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6666666666667,,,,,,,,,,,16616.0,7941.0,,,,,,,,,4.69647419296642,,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.794,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.264800608673945,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,33750115.8078604,,95.6601162016776,4060000.0,,,800.0,0.0,,,,,4.9564341949162,62.946,,103.52737986386299,,,,0.263042525208242,48214400.0,,50.5171415450352,,19057000.0,203.711,,,,,62.339,0.6191950464396291,,4060000.0,53.101,481.34496735419197,4.39131959666813,,,,,,,,12.49,1.4285700004285702,,0.369386817882315,,,4.7331689143097,,,,,,22810.0,,,,,1995.19597468203,,53189.0,,1.04563508146227,94.91415218937321,,,12.0874755830108,,,,,0.622356887566639,,,,,,11.6884169571209,0.0,,35080000.0,,60.408,,0.0,,,,33773267.8613584,,,,3.50723366944323,4000000.0,5.78789945951619,61.646048780487796,33588485.636375606,,,10000.0,,2.04662430174605,0.0,,,,,,,,,,314.0,,,,5.78789945951619,11.6884169571209,199850800.0,,,,87.26594796141691,,19285000.0,,0.937659292385433,2.81155417852298,,,,,,,,,,,58.34369,,,,,,,,43.407,,,,103281742.604976,,12337000.0,62.339,,,,,,,5550.0,,,24.125197397258397,,,1.62209557211749,,,,40.532715691951395,,,,,,,100166.0,46977.0,,,,0.6035819925931079,4.23197492163009,,,,2.23194695282208,,37000.0,,,,,,,,,,,,,,,,,,,,,89.47893162617409,35080000.0,46.63458658626679,,,,13000400.0,22970.0,,,63.72456,8.61322767448948,,479.03979394205595,,,,,0.0,10.22,1.4285699129,,,,,11.69,180.04,,,,,49.1334384921031,241.699,6.44,15.05,,,,,,,47983500.0,,,,,46.899,,,,3856.0,,,,1031.10579043763,,,,-161630.171484763,336.941834633113,0.0,340.0,100.0,,,,,,,,694.775,,,,3.4718866456746698,,,,-230900.0,,,,0.0,,0.0,,84.8648648648649,,,,,,3990000.0,,,,,,
BHR,,,,640000.0,,,70.0,95.342,,,,,,59.104,,88.95445090631229,,,,2.8985507246376803,,,45.5759121135874,,,206.791,,,,,1195.442,,,640000.0,82.372,,258.040579710145,,,,,,,,55.03,,,0.00561646297627606,,,,,,,,,690.0,,,,,,,146662.0,,,84.4780744576984,,,,1083.0,,,,6.71415573328541,,,105.1,,,,7.975460122699389,,5540000.0,,53.33,,0.0,,,,,,,,10.1449275362319,640000.0,,56.1465853658537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186000000.0,,,2.81432764438252,,,,,,,,,,,48.51917,152.6,,,,73787.0,,,45.303,,,,,50.310918983785804,,1100.1,,,,,,,,,,,,,1.4492753623188401,,,,3.59453630481668,,,,,,,178048.0,31386.0,,,,,2.3690240833932403,,,,2.83536267513829,,1000.0,,,,,,,,,,,,,,,,,,,,,,5540000.0,44.7081685837527,,,,205700000.0,690.0,,,59.74964,4.476376448614,,,,,,,,11.829,,,,,744.0,74.28,89.0036,,,,,52.9228073328541,289.795,7.19,24.77,,,,,,,,,,,,17.628,,,,,,,,,,,,,,,,92.02453987730058,,,,,,,,,,,,2.71609275147987,,,,,,,,0.0,,,,,,,,,,640000.0,,,,,,
MOZ,,,,170000.0,,,466700.0,0.0,,,,,,37.776,,84.0104765067895,,,,0.273404715277601,,,51.134880068449796,,138100000.0,463.264,,,,,1661.151,0.7965242577842142,,170000.0,5.345,,10.1241867799283,,,,,,,,52.78,0.02875000002875,,0.30836060430137296,,,8.90658942795076,,,,,,786380.0,,,,,,,425540.0,,18.737060041407897,78.7819073168443,,,,,,,,0.20864909417345398,,,,,,16.0455486542443,0.0,,1610000.0,,34.97,,81.8984547461369,,,,,,5.7929036929760995,,59.347897962817,80000.0,14.1926140477915,36.3387804878049,,,,,,,14.596273291925499,,,,,,,,,,2450.0,,,,,0.0,,,,,65.2173913043478,,142000000.0,0.62111801242236,,2.05658541128288,,,,,,,,,,,23.47189,,,,,224602.0,,,48.586,,,,,52.7804671711237,96600000.0,216.353,,,,5.93772628530051,,,716700.0,,,,,2.8211164336984504,3.12190035351865,,,,0.0213528728029464,,,,,,,7961458.0,7535918.0,,,,,2.8414519049149103,,,,5.889640203846491,,2455000.0,,,,,,224602.0,,,,,,,,,,,,,,80000.0,76.9007965242578,1610000.0,42.8138162633025,,,,101000000.0,799380.0,,,28.44061,5.22856918994516,,,,,,,14.1926140477915,27.351,0.02875000002875,,,,,54.25,127.88,,,,,54.344731831782596,523.684,6.601,34.58,,,,,,,,,,,,94.655,,,,653000.0,,,,,,,,,,16.0455486542443,,13.024282560706402,,,,,,,,911.12,,,,1.84446045726809,,,,,,,,1360.457,,0.0,,9.979633401222,,,,,,,,,,,,
SSD,,,,,,,,,,,,,,34.379,,79.75251130597091,,,,,,,49.9111341303055,,,502.911,,,,,,,,,8.714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272895.0,,,75.02854115522659,,,,,,,,,,,,,,,,,,,31.598,,,,,,,,,,,,,32.9545853658537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98972134099933,,,,,,,,,,,19.45494,,,,,22036.0,,,51.474,,,,,8.07490060279595,,,,,,,,,,,,,,,,,,,,,,,,,,3131686.0,2858791.0,,,,,2.628041253178,,,,1.8633849801154199,,,,,,,,,,,,,,,,,,,,,,,,,41.739912622146704,,,,,,,,24.11049,4.72397015074437,,,,,,,,31.217,,,,,,,144.878,,,,,55.63204612467529,564.584,6.763,,,,,,,,,,,,,91.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0017895300690403,,,,,,,,,,,,,,,,,,,,,,,,
ISL,340061650.119898,0.0497670229134248,59.906931560254705,,,,21200.0,0.0,,,,7842409220.65416,10.2833828720507,76.07,69.71001924883561,76.0778846336236,,29.3650793650794,-1.19338413816504,,146226512.0,980780831.264445,49.460377520746405,0.0,109100000.0,86.003,11.3450143468879,,,144033830.14641002,1305.452,0.183318056828598,4.451785800379559,,81.781,787.633445190759,1.8519002493765602,,,,30.2899807511645,,18.7006157200467,,90.96,0.429999999974441,,0.6463671473124589,488019132.732951,,16.5902841429881,3181075494.7732897,7.49034808400964,,,,100250.0,,22.2222222222222,-5862038689.98627,45601391169.2403,1614395.94736574,,151829.0,53.0,14.3009605122732,61.5281018228722,1987600000.0,860703679.439135,,98.0,0.0,,8.0,7.0316773766112,,,16.4,,,,0.0,5.86979722518677,,,70.16,,2.2471910112359597,-4058241.79251316,,,323479574.86895096,61934548.0,0.0,,21.1471321695761,,,73.0429268292683,339690226.870303,,,,0.0,8.33793583426532,0.0,,93.9906820745546,1612667.34972905,297328526678.023,60189504.0,,,,,7187.0,,,,1.19156736938588,1.28068303094984,299717450816.291,,,0.793650793650794,79.82924226253999,,109767000.0,0.0,8.225587784220691,1.77978836016473,,,,3.6585365853658502,,,,33489999.997209996,139975588.353897,,74.00898,20.2,16.6666666666667,,,,,,26.0,1.7103416377324299,0.0,,3301152646.5986,,93700000.0,1224.778,70.453810727732,,30.952380952381002,0.0,17217284.0,8.444264656087071,,,,0.0487881208123674,,,1.19700748129676,,,,,0.0,6.59019586226862,0.0,,,-221392862.903598,185653.0,33824.0,,,,0.395453388483897,8.26310358171733,119793565207.012,,,2.37334405251828,,120000.0,11.7743928679636,0.0916590284142988,2.84142988084326,0.0560265409371582,,,,,,29.8094206062988,,,,,842504124.6816419,,,,,,80.5682859761687,,34.9437803672013,,,,93953500.0,103000.0,41.161827070046,40040194.6783967,84.39187,14.5497828107513,1.2,786.7731736088291,42.355211208211,299396531479.248,0.0,,0.183318056828598,7.2,0.4300000072,30.966501279364,147971556.0,43589276.0,79.0,40.21,83.5974,,0.095836077280188,,,56.7931160510814,195.88,3.99,95.99,3.6585365853658502,11.889697524650499,69.7100192488355,,4.11560073284401,2.14406406643148,146066800.0,,10.3916210628285,2978.6752705315803,344119891.912411,18.219,,,293855412126.305,,,,12.7882599580713,17781.3051585409,,101370407.604961,,-371423.249594774,1831.7056558197198,3.5218783351120604,1740.0,93.82022471910109,,,125655603896.998,,,,,,123266679758.73,83.5170382782569,15.7012195121951,-0.841998674272723,91518040720.0938,,,-159712.0,96.34146341463409,3279.6022687486898,,29.336,,0.0,,598.916666666667,,,,-1745044.0,,,,,1.8271189053119998,34507319.997181,,
VIR,41400000.0,,,,,,140.0,,,,,,,67.254,,83.542802940479,,,,2.85714285714286,41400000.0,,50.2363284019473,,,201.8696,,,,,,,,,60.604,1069.76744186047,110.57142857142901,,,,,,,,246.28,,,0.155038759689922,,,,,,,,,350.0,,,,,,,23454.0,,,74.1617263457434,,,,,,,,,,,,,,,,,,,62.519,,,,,,,,,,40.0,,,64.828756097561,41400000.0,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,6.40218587649312,,,,,,,,,,,56.34053,,,,,,,,33.86,,,,,,,,,,,,,,,,,,,,17.1428571428571,,,,,,,,,,,38700.0,15246.0,,,,,5.1117833341211,,,,8.68020916981337,,6000.0,,,,,,,,,,,,,,,,,,,,,,,40.405066880937795,,,,,350.0,,,67.54071,9.38107659473559,,1069.76744186047,,,,,,9.04,1.0,,,,,,153.8776,,,,,54.483149784941205,280.4554,5.696,70.99,,,,,,,41400000.0,,,,,39.396,,,,,,,,,,,,0.0,1069.76744186047,,,,,,,,,,,,,,,2.99602995958745,,,,0.0,,,,,,,,96.6666666666667,,,,,,,,,,,,
SEN,886387334.490159,14.4784473756435,33.0336398780358,11180000.0,0.0,195275251800.0,87470.0,0.0,,,,-137407561728.0,1.86447856772804,39.272,,88.65113827601401,2307456254.27942,,-0.38740485457667,0.0727159403729289,217179390000.0,832233305.897592,50.1359255603234,,168500000.0,436.461,5.37593215697316,,48040669200.0,159592513.678829,861.745,0.0593471810089021,1.0689310241021,11180000.0,24.973,62942.9216981827,17.9214563964058,,0.0157734844026111,,,,-0.8605880591884871,,69.61,245.016350696075,,0.8790239327524949,565526952.330363,,4.80712166172107,3335628562.36757,-21.1948808853792,4.51072088378184,,39982458.6080448,192530.0,,,126402951397.976,247081762800.0,396596.032335792,,861673.0,,3.90199637023593,83.73428234318979,2152600000.0,1264664438.6984,,49001.0,,1960000.0,,0.24975089974606,447033538.38088095,,125.9,576388562.227747,,3.0852994555353903,0.0,,95320000.0,,37.693,,0.0,-3433907.56416763,,,,39102775300.0,2.9673590504451,,45.431880745857804,10250000.0,2.13649851632047,38.463243902439,,,,10000.0,,-0.9105346022504219,0.0,27914098700.0,85.2994790252745,,1505829650400.0,38261411800.0,207383033900.0,,4.89812573835851,,180.0,,,1444270275.6725302,1.18694362017804,0.0,1368422088700.0,,846404875.882115,,93.0127041742287,693460074500.0,171195000.0,0.6352087114337571,1.48655561992143,2.76201554265333,166837649408.0,85774565400.0,,,,,1317757354000.0,50600000.0,156158606.114661,9796356100.0,26.65684,302.3,,,89.9142647928056,426232.0,400516062.607265,2863041333.2508802,50.264,7.210281332867121,,796988655.023373,2903197429.56677,49.4656325543449,110200000.0,766.403,58.9104289524712,,,2.9673590504451,12107782100.0,,1082000.0,,192094126100.0,15.870789560720999,,12.3530540357719,15.753389082221,,,188072296400.0,3.2401871309505097,,4.5698954141546,,,2121415120.7688801,,3450418.0,2588745.0,1071273608600.0,614.828441298672,173539868700.0,0.296826179034126,2.60632190070884,500439972097.976,708278725.917617,,5.48157227785055,3.62403160556511,3033000.0,5.5750143234125495,,12.5816023738872,,,426232.0,,5270000.0,43416366.1722124,,,984901025800.0,36.7021372096578,100.38740485457701,,317126213600.0,141224622100.0,,,,80.47477744807121,95320000.0,44.3857816647142,1232434233300.0,,,121611000.0,196710.0,17.6174229976426,49416220.858741105,30.66429,4.916855932824269,,,18.0048278522193,,,706401129.064142,2.13649851632047,25.672,245.016350696075,,218020753500.0,,20213.0,79.68,194.0922,95.4892791162182,6.186491613657041,5.6703284668735705,,53.0078964345769,487.834,7.077,38.18,,34.2620266904216,,2677663030.7877,0.507080738956661,,,21735383100.0,,,889821242.054327,75.027,,,1494825040097.98,620300.0,,-1.7248307155121299,,841.404557235316,,,184210047000.0,,256.89274009414504,3.0852994555353903,,88.936170212766,113927493.49460901,3000000.0,374037020700.0,-0.397689679373485,10637719600.0,751827567.7385269,196071278.767803,573.29,511444582400.0,35.622250849862,,1.87296327627509,,10.421419942409699,25.750658071323105,,,,,0.0,6.52603588298687,0.6352087114337571,,0.5934718100890211,,3.2842863889182206,,-841363500.0,,,10000.0,,0.381106746813832,50600000.0,,
BMU,96366652.3069165,,,,,,3.0,0.0,,,,,1.0699999999985002,,,,,,,,82600000.0,,,,83300000.0,,,,,,150.347,0.0,,,100.0,1731.65618448637,954.0,,,,,,,,146.77,,,0.006289308176100629,,,39.015606242497,,,,,,50.0,,,,,26138.8508350901,,47700.0,,27.792207792207797,,,,,,1.8181818181818201,,,3.151928721174,,,,,,,0.0,,,,,,0.0,,,,103133764.933726,,0.0,,6.0,,,,102666651.368143,,,,,-1.26075471698262,1.55844155844156,,,,,,,,,,40.0,,,,0.12004801920768302,5.974025974025969,1246823184.8338,,,,72.20779220779221,,,0.0,1.2708014333389,2.3605150214592205,,,,,,,,,,,,,,,,,,,,,,,1183200471.5339801,,38500000.0,150.347,,,,0.0,,,,,,6.62483670537539,,,6.0,,,,,,,,,,,47700.0,0.0,,,,0.12706806971187198,,,,,2.33308567626953,,300.0,,0.0,0.24009603841536603,,,,,,,,,,,,,,,,,,60.7442977190876,,,,,,,50.0,,,,,,1844.86373165618,,,,,,,0.857142984867095,,,,,85.83,,,,,,,,,194.82,,,,,,,88000000.0,,,,,0.0,,,,,,,,24805.0413319494,,,,6299999.06122698,2020.2652475244502,,2160.0,100.0,,,,,,,,,,,,,,,,5400000.0,,,,0.0,,0.0,,400.0,,,,,,,,,,,,
